source,model,config,suite,n,successes,success,steps,episode_s,step_ms,calls,query_ms
results_corrected/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_move_near/summary.json,cogact_base_simplerenv_fractal,depth_pruning1,google_robot_move_near,50,48,96.0,21.32,3.459417114937678,162.26159075692672,21.32,102.72149590571807
results_corrected/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_open_drawer/summary.json,cogact_base_simplerenv_fractal,depth_pruning1,google_robot_open_drawer,50,36,72.0,51.74,9.095861375033856,175.79940809883757,51.74,101.65115277101813
results_corrected/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_pick_coke_can/summary.json,cogact_base_simplerenv_fractal,depth_pruning1,google_robot_pick_coke_can,50,50,100.0,19.12,3.095721512224991,161.9101209322694,19.12,101.11462934272438
results_corrected/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_place_apple_in_closed_top_drawer/summary.json,cogact_base_simplerenv_fractal,depth_pruning1,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,13.444187284798828,168.05234105998534,80.0,99.64737198571675
results_corrected/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_close_drawer/summary.json,cogact_base_simplerenv_fractal,depth_pruning2,google_robot_close_drawer,50,30,60.0,49.38,8.75659213498002,177.3307439242612,49.38,101.7259656644112
results_corrected/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_move_near/summary.json,cogact_base_simplerenv_fractal,depth_pruning2,google_robot_move_near,50,47,94.0,23.28,3.7022872456605547,159.0329572878245,23.28,99.62912135158626
results_corrected/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_open_drawer/summary.json,cogact_base_simplerenv_fractal,depth_pruning2,google_robot_open_drawer,50,39,78.0,46.5,7.992784903515131,171.88784738742217,46.5,98.4460809117844
results_corrected/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_pick_coke_can/summary.json,cogact_base_simplerenv_fractal,depth_pruning2,google_robot_pick_coke_can,50,48,96.0,20.5,3.296720488455612,160.8156335832006,20.5,99.71066729597202
results_corrected/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_place_apple_in_closed_top_drawer/summary.json,cogact_base_simplerenv_fractal,depth_pruning2,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,13.23678700182354,165.45983752279426,80.0,96.72093689779285
results_corrected/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_close_drawer/summary.json,cogact_base_simplerenv_fractal,depth_pruning4,google_robot_close_drawer,50,34,68.0,45.58,7.73466860959772,169.69435299687845,45.58,94.70422106594569
results_corrected/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_move_near/summary.json,cogact_base_simplerenv_fractal,depth_pruning4,google_robot_move_near,50,46,92.0,23.42,3.6107813515444285,154.17512175680736,23.42,94.7096188670783
