backbone_dir,configuration,task,task_group,n,successes,success_rate,mean_steps,truncation_rate,n_with_truncated_field,mean_policy_calls,mean_reuses,mean_episode_elapsed_s,median_of_episode_query_median_ms,n_with_query_latency
openvla_libero,action_repeat2,libero_10__task_2,libero_10,10,4,0.4,424.6,0.0,10,212.4,212.2,39.182,157.463,10
openvla_libero,action_repeat2,libero_10__task_3,libero_10,10,4,0.4,426.9,0.0,10,213.5,213.4,39.694,157.732,10
openvla_libero,action_repeat2,libero_10__task_4,libero_10,10,1,0.1,494.7,0.0,10,247.4,247.3,46.528,156.443,10
openvla_libero,action_repeat2,libero_10__task_5,libero_10,10,10,1.0,183.4,0.0,10,91.9,91.5,16.674,156.495,10
openvla_libero,action_repeat2,libero_10__task_6,libero_10,10,2,0.2,458.5,0.0,10,229.3,229.2,42.634,156.289,10
openvla_libero,action_repeat2,libero_10__task_7,libero_10,10,3,0.3,444.4,0.0,10,222.3,222.1,41.117,156.672,10
openvla_libero,action_repeat2,libero_10__task_8,libero_10,10,2,0.2,500.5,0.0,10,250.3,250.2,46.317,156.48,10
openvla_libero,action_repeat2,libero_10__task_9,libero_10,10,6,0.6,394.5,0.0,10,197.4,197.1,36.441,156.392,10
openvla_libero,action_repeat2,libero_goal__task_0,libero_goal,10,5,0.5,218.3,0.0,10,109.3,109.0,20.957,159.761,10
openvla_libero,action_repeat2,libero_goal__task_1,libero_goal,10,9,0.9,115.2,0.0,10,57.7,57.5,11.213,159.971,10
openvla_libero,action_repeat2,libero_goal__task_2,libero_goal,10,7,0.7,163.0,0.0,10,81.7,81.3,15.723,160.019,10
openvla_libero,action_repeat2,libero_goal__task_3,libero_goal,10,5,0.5,247.7,0.0,10,123.9,123.8,23.932,160.369,10
openvla_libero,action_repeat2,libero_goal__task_4,libero_goal,10,9,0.9,135.3,0.0,10,68.0,67.3,13.143,159.821,10
openvla_libero,action_repeat2,libero_goal__task_5,libero_goal,10,5,0.5,223.1,0.0,10,111.6,111.5,21.565,160.098,10
openvla_libero,action_repeat2,libero_goal__task_6,libero_goal,10,5,0.5,205.7,0.0,10,103.0,102.7,19.64,158.737,10
openvla_libero,action_repeat2,libero_goal__task_7,libero_goal,10,10,1.0,90.0,0.0,10,45.2,44.8,8.587,158.651,10
openvla_libero,action_repeat2,libero_goal__task_8,libero_goal,10,7,0.7,148.4,0.0,10,74.3,74.1,14.217,158.801,10
openvla_libero,action_repeat2,libero_goal__task_9,libero_goal,10,6,0.6,204.9,0.0,10,102.7,102.2,19.658,158.712,10
openvla_libero,action_repeat2,libero_object__task_0,libero_object,10,9,0.9,161.5,0.0,10,81.1,80.4,15.297,156.608,10
openvla_libero,action_repeat2,libero_object__task_1,libero_object,10,7,0.7,199.5,0.0,10,100.0,99.5,18.775,157.3,10
openvla_libero,action_repeat2,libero_object__task_2,libero_object,10,9,0.9,146.0,0.0,10,73.2,72.8,13.707,156.842,10
openvla_libero,action_repeat2,libero_object__task_3,libero_object,10,8,0.8,190.1,0.0,10,95.3,94.8,17.744,156.831,10
openvla_libero,action_repeat2,libero_object__task_4,libero_object,10,10,1.0,160.0,0.0,10,80.3,79.7,14.965,155.87,10
openvla_libero,action_repeat2,libero_object__task_5,libero_object,10,7,0.7,186.7,0.0,10,93.7,93.0,17.608,156.045,10
openvla_libero,action_repeat2,libero_object__task_6,libero_object,10,9,0.9,176.1,0.0,10,88.3,87.8,16.493,157.121,10
openvla_libero,action_repeat2,libero_object__task_7,libero_object,10,7,0.7,183.4,0.0,10,91.8,91.6,17.153,157.302,10
openvla_libero,action_repeat2,libero_object__task_8,libero_object,10,9,0.9,184.8,0.0,10,92.5,92.3,17.204,155.934,10
openvla_libero,action_repeat2,libero_object__task_9,libero_object,10,9,0.9,151.5,0.0,10,76.0,75.5,14.116,156.009,10
openvla_libero,action_repeat2,libero_spatial__task_0,libero_spatial,10,8,0.8,107.6,0.0,10,53.9,53.7,10.784,160.206,10
openvla_libero,action_repeat2,libero_spatial__task_1,libero_spatial,10,3,0.3,191.7,0.0,10,95.9,95.8,19.178,158.727,10
openvla_libero,action_repeat2,libero_spatial__task_2,libero_spatial,10,7,0.7,144.8,0.0,10,72.6,72.2,14.442,159.597,10
openvla_libero,action_repeat2,libero_spatial__task_3,libero_spatial,10,9,0.9,106.5,0.0,10,53.6,52.9,10.749,159.808,10
openvla_libero,action_repeat2,libero_spatial__task_4,libero_spatial,10,8,0.8,150.8,0.0,10,75.5,75.3,15.198,159.117,10
openvla_libero,action_repeat2,libero_spatial__task_5,libero_spatial,10,8,0.8,123.7,0.0,10,62.0,61.7,12.52,159.145,10
openvla_libero,action_repeat2,libero_spatial__task_6,libero_spatial,10,9,0.9,118.8,0.0,10,59.6,59.2,12.225,160.532,10
openvla_libero,action_repeat2,libero_spatial__task_7,libero_spatial,10,9,0.9,136.8,0.0,10,68.6,68.2,14.077,160.015,10
openvla_libero,action_repeat2,libero_spatial__task_8,libero_spatial,10,7,0.7,151.7,0.0,10,76.0,75.7,15.284,160.657,10
openvla_libero,action_repeat2,libero_spatial__task_9,libero_spatial,10,4,0.4,188.1,0.0,10,94.2,93.9,19.232,159.666,10
openvla_libero,action_repeat4,libero_10__task_0,libero_10,10,5,0.5,454.6,0.0,10,113.7,340.9,25.345,156.757,10
openvla_libero,action_repeat4,libero_10__task_1,libero_10,10,6,0.6,406.2,0.0,10,101.8,304.4,22.393,156.591,10
openvla_libero,action_repeat4,libero_10__task_2,libero_10,10,1,0.1,491.4,0.0,10,122.9,368.5,25.746,156.917,10
openvla_libero,action_repeat4,libero_10__task_3,libero_10,10,4,0.4,432.5,0.0,10,108.2,324.3,23.061,158.127,10
openvla_libero,action_repeat4,libero_10__task_4,libero_10,10,0,0.0,520.0,0.0,10,130.0,390.0,28.624,157.589,10
openvla_libero,action_repeat4,libero_10__task_5,libero_10,10,6,0.6,347.7,0.0,10,87.1,260.6,18.031,156.432,10
openvla_libero,action_repeat4,libero_10__task_6,libero_10,10,1,0.1,494.8,0.0,10,123.7,371.1,26.452,157.334,10
openvla_libero,action_repeat4,libero_10__task_7,libero_10,10,4,0.4,464.6,0.0,10,116.2,348.4,24.585,156.996,10
openvla_libero,action_repeat4,libero_10__task_8,libero_10,10,2,0.2,516.6,0.0,10,129.2,387.4,27.617,157.693,10
openvla_libero,action_repeat4,libero_10__task_9,libero_10,10,3,0.3,483.0,0.0,10,120.8,362.2,25.792,157.711,10
openvla_libero,action_repeat4,libero_goal__task_0,libero_goal,10,4,0.4,233.2,0.0,10,58.4,174.8,12.915,157.367,10
openvla_libero,action_repeat4,libero_goal__task_1,libero_goal,10,10,1.0,106.0,0.0,10,26.8,79.2,5.96,157.117,10
openvla_libero,action_repeat4,libero_goal__task_2,libero_goal,10,7,0.7,162.1,0.0,10,40.9,121.2,9.063,157.804,10
openvla_libero,action_repeat4,libero_goal__task_3,libero_goal,10,3,0.3,278.7,0.0,10,69.8,208.9,15.385,157.874,10
openvla_libero,action_repeat4,libero_goal__task_4,libero_goal,10,9,0.9,132.5,0.0,10,33.4,99.1,7.493,157.499,10
openvla_libero,action_repeat4,libero_goal__task_5,libero_goal,10,6,0.6,220.6,0.0,10,55.4,165.2,12.258,157.226,10
openvla_libero,action_repeat4,libero_goal__task_6,libero_goal,10,5,0.5,205.7,0.0,10,51.5,154.2,11.413,157.249,10
openvla_libero,action_repeat4,libero_goal__task_7,libero_goal,10,10,1.0,102.6,0.0,10,26.1,76.5,5.689,157.235,10
openvla_libero,action_repeat4,libero_goal__task_8,libero_goal,10,5,0.5,201.7,0.0,10,50.7,151.0,11.261,157.753,10
openvla_libero,action_repeat4,libero_goal__task_9,libero_goal,10,1,0.1,284.3,0.0,10,71.1,213.2,15.767,157.53,10
openvla_libero,action_repeat4,libero_object__task_0,libero_object,10,8,0.8,197.5,0.0,10,49.6,147.9,10.949,156.193,10
openvla_libero,action_repeat4,libero_object__task_1,libero_object,10,5,0.5,230.0,0.0,10,57.6,172.4,12.424,156.456,10
openvla_libero,action_repeat4,libero_object__task_2,libero_object,10,8,0.8,166.0,0.0,10,41.8,124.2,9.055,156.221,10
openvla_libero,action_repeat4,libero_object__task_3,libero_object,10,4,0.4,243.1,0.0,10,61.0,182.1,13.103,156.384,10
openvla_libero,action_repeat4,libero_object__task_4,libero_object,10,7,0.7,204.8,0.0,10,51.6,153.2,11.182,156.413,10
openvla_libero,action_repeat4,libero_object__task_5,libero_object,10,3,0.3,237.1,0.0,10,59.5,177.6,13.181,156.496,10
openvla_libero,action_repeat4,libero_object__task_6,libero_object,10,5,0.5,234.2,0.0,10,58.7,175.5,12.543,156.245,10
openvla_libero,action_repeat4,libero_object__task_7,libero_object,10,6,0.6,210.0,0.0,10,52.8,157.2,11.43,156.254,10
openvla_libero,action_repeat4,libero_object__task_8,libero_object,10,8,0.8,187.7,0.0,10,47.2,140.5,10.091,156.147,10
openvla_libero,action_repeat4,libero_object__task_9,libero_object,10,5,0.5,209.7,0.0,10,52.6,157.1,11.202,156.156,10
openvla_libero,action_repeat4,libero_spatial__task_0,libero_spatial,10,4,0.4,174.0,0.0,10,43.6,130.4,10.631,160.957,10
openvla_libero,action_repeat4,libero_spatial__task_1,libero_spatial,10,2,0.2,202.6,0.0,10,50.7,151.9,12.304,160.236,10
openvla_libero,action_repeat4,libero_spatial__task_2,libero_spatial,10,8,0.8,143.6,0.0,10,36.2,107.4,8.775,160.407,10
openvla_libero,action_repeat4,libero_spatial__task_3,libero_spatial,10,6,0.6,154.3,0.0,10,38.8,115.5,9.356,160.452,10
openvla_libero,action_repeat4,libero_spatial__task_4,libero_spatial,10,3,0.3,196.5,0.0,10,49.3,147.2,12.169,160.339,10
openvla_libero,action_repeat4,libero_spatial__task_5,libero_spatial,10,4,0.4,196.3,0.0,10,49.2,147.1,11.99,160.055,10
openvla_libero,action_repeat4,libero_spatial__task_6,libero_spatial,10,9,0.9,133.0,0.0,10,33.5,99.5,8.274,159.612,10
openvla_libero,action_repeat4,libero_spatial__task_7,libero_spatial,10,5,0.5,174.8,0.0,10,43.9,130.9,10.909,159.86,10
openvla_libero,action_repeat4,libero_spatial__task_8,libero_spatial,10,3,0.3,188.1,0.0,10,47.1,141.0,11.302,159.931,10
openvla_libero,action_repeat4,libero_spatial__task_9,libero_spatial,10,3,0.3,199.2,0.0,10,49.9,149.3,12.344,159.71,10
openvla_libero,depth_pruning1,libero_10__task_0,libero_10,10,4,0.4,428.4,0.0,10,428.4,0.0,72.434,151.788,10
openvla_libero,depth_pruning1,libero_10__task_1,libero_10,10,8,0.8,325.3,0.0,10,325.3,0.0,55.074,151.748,10
openvla_libero,depth_pruning1,libero_10__task_2,libero_10,10,6,0.6,371.5,0.0,10,371.5,0.0,61.899,151.756,10
openvla_libero,depth_pruning1,libero_10__task_3,libero_10,10,4,0.4,442.8,0.0,10,442.8,0.0,74.324,152.653,10
openvla_libero,depth_pruning1,libero_10__task_4,libero_10,10,4,0.4,413.6,0.0,10,413.6,0.0,70.484,153.376,10
openvla_libero,depth_pruning1,libero_10__task_5,libero_10,10,10,1.0,210.7,0.0,10,210.7,0.0,35.162,152.956,10
openvla_libero,depth_pruning1,libero_10__task_6,libero_10,10,5,0.5,420.1,0.0,10,420.1,0.0,70.747,152.738,10
openvla_libero,depth_pruning1,libero_10__task_7,libero_10,10,7,0.7,420.7,0.0,10,420.7,0.0,70.471,152.622,10
openvla_libero,depth_pruning1,libero_10__task_8,libero_10,10,2,0.2,501.2,0.0,10,501.2,0.0,84.322,153.383,10
openvla_libero,depth_pruning1,libero_10__task_9,libero_10,10,3,0.3,451.9,0.0,10,451.9,0.0,76.271,153.652,10
openvla_libero,depth_pruning1,libero_goal__task_0,libero_goal,10,5,0.5,217.1,0.0,10,217.1,0.0,36.996,152.517,10
openvla_libero,depth_pruning1,libero_goal__task_1,libero_goal,10,8,0.8,133.0,0.0,10,133.0,0.0,22.65,153.402,10
openvla_libero,depth_pruning1,libero_goal__task_2,libero_goal,10,8,0.8,157.4,0.0,10,157.4,0.0,26.82,153.44,10
openvla_libero,depth_pruning1,libero_goal__task_3,libero_goal,10,5,0.5,261.3,0.0,10,261.3,0.0,44.481,153.365,10
openvla_libero,depth_pruning1,libero_goal__task_4,libero_goal,10,10,1.0,99.6,0.0,10,99.6,0.0,17.046,153.371,10
openvla_libero,depth_pruning1,libero_goal__task_5,libero_goal,10,7,0.7,186.4,0.0,10,186.4,0.0,31.801,153.662,10
openvla_libero,depth_pruning1,libero_goal__task_6,libero_goal,10,6,0.6,176.3,0.0,10,176.3,0.0,30.037,153.762,10
openvla_libero,depth_pruning1,libero_goal__task_7,libero_goal,10,10,1.0,75.9,0.0,10,75.9,0.0,12.888,153.263,10
openvla_libero,depth_pruning1,libero_goal__task_8,libero_goal,10,9,0.9,103.5,0.0,10,103.5,0.0,17.574,152.452,10
openvla_libero,depth_pruning1,libero_goal__task_9,libero_goal,10,4,0.4,243.8,0.0,10,243.8,0.0,41.769,153.529,10
openvla_libero,depth_pruning1,libero_object__task_0,libero_object,10,8,0.8,192.4,0.0,10,192.4,0.0,32.535,152.402,10
openvla_libero,depth_pruning1,libero_object__task_1,libero_object,10,8,0.8,183.8,0.0,10,183.8,0.0,30.953,152.634,10
openvla_libero,depth_pruning1,libero_object__task_2,libero_object,10,9,0.9,138.4,0.0,10,138.4,0.0,23.339,152.378,10
openvla_libero,depth_pruning1,libero_object__task_3,libero_object,10,6,0.6,195.8,0.0,10,195.8,0.0,32.823,152.511,10
openvla_libero,depth_pruning1,libero_object__task_4,libero_object,10,10,1.0,171.7,0.0,10,171.7,0.0,28.906,152.579,10
openvla_libero,depth_pruning1,libero_object__task_5,libero_object,10,8,0.8,162.6,0.0,10,162.6,0.0,27.371,152.451,10
openvla_libero,depth_pruning1,libero_object__task_6,libero_object,10,9,0.9,163.4,0.0,10,163.4,0.0,27.435,152.032,10
openvla_libero,depth_pruning1,libero_object__task_7,libero_object,10,9,0.9,161.9,0.0,10,161.9,0.0,27.353,153.131,10
openvla_libero,depth_pruning1,libero_object__task_8,libero_object,10,9,0.9,172.8,0.0,10,172.8,0.0,28.983,152.188,10
openvla_libero,depth_pruning1,libero_object__task_9,libero_object,10,9,0.9,157.5,0.0,10,157.5,0.0,26.553,152.416,10
openvla_libero,depth_pruning1,libero_spatial__task_0,libero_spatial,10,8,0.8,109.1,0.0,10,109.1,0.0,18.943,152.982,10
openvla_libero,depth_pruning1,libero_spatial__task_1,libero_spatial,10,5,0.5,171.7,0.0,10,171.7,0.0,29.854,152.977,10
openvla_libero,depth_pruning1,libero_spatial__task_2,libero_spatial,10,4,0.4,173.5,0.0,10,173.5,0.0,30.24,153.456,10
openvla_libero,depth_pruning1,libero_spatial__task_3,libero_spatial,10,8,0.8,114.2,0.0,10,114.2,0.0,19.991,153.537,10
openvla_libero,depth_pruning1,libero_spatial__task_4,libero_spatial,10,6,0.6,161.1,0.0,10,161.1,0.0,28.323,153.358,10
openvla_libero,depth_pruning1,libero_spatial__task_5,libero_spatial,10,6,0.6,145.1,0.0,10,145.1,0.0,25.356,152.908,10
openvla_libero,depth_pruning1,libero_spatial__task_6,libero_spatial,10,9,0.9,120.8,0.0,10,120.8,0.0,21.235,152.862,10
openvla_libero,depth_pruning1,libero_spatial__task_7,libero_spatial,10,6,0.6,170.7,0.0,10,170.7,0.0,30.08,152.97,10
openvla_libero,depth_pruning1,libero_spatial__task_8,libero_spatial,10,7,0.7,141.4,0.0,10,141.4,0.0,24.674,153.856,10
openvla_libero,depth_pruning1,libero_spatial__task_9,libero_spatial,10,3,0.3,192.2,0.0,10,192.2,0.0,33.849,153.539,10
openvla_libero,depth_pruning2,libero_10__task_0,libero_10,10,3,0.3,456.6,0.0,10,456.6,0.0,76.044,149.056,10
openvla_libero,depth_pruning2,libero_10__task_1,libero_10,10,9,0.9,280.6,0.0,10,280.6,0.0,46.549,148.908,10
openvla_libero,depth_pruning2,libero_10__task_2,libero_10,10,7,0.7,382.5,0.0,10,382.5,0.0,62.477,148.929,10
openvla_libero,depth_pruning2,libero_10__task_3,libero_10,10,3,0.3,434.2,0.0,10,434.2,0.0,71.115,149.105,10
openvla_libero,depth_pruning2,libero_10__task_4,libero_10,10,0,0.0,520.0,0.0,10,520.0,0.0,86.224,148.982,10
openvla_libero,depth_pruning2,libero_10__task_5,libero_10,10,10,1.0,177.4,0.0,10,177.4,0.0,28.73,148.777,10
openvla_libero,depth_pruning2,libero_10__task_6,libero_10,10,6,0.6,385.6,0.0,10,385.6,0.0,63.407,148.7,10
openvla_libero,depth_pruning2,libero_10__task_7,libero_10,10,3,0.3,455.4,0.0,10,455.4,0.0,74.588,148.83,10
openvla_libero,depth_pruning2,libero_10__task_8,libero_10,10,1,0.1,518.8,0.0,10,518.8,0.0,85.212,149.119,10
openvla_libero,depth_pruning2,libero_10__task_9,libero_10,10,3,0.3,451.7,0.0,10,451.7,0.0,74.063,149.02,10
openvla_libero,depth_pruning2,libero_goal__task_0,libero_goal,10,2,0.2,271.5,0.0,10,271.5,0.0,45.564,150.233,10
openvla_libero,depth_pruning2,libero_goal__task_1,libero_goal,10,8,0.8,132.0,0.0,10,132.0,0.0,22.02,149.989,10
openvla_libero,depth_pruning2,libero_goal__task_2,libero_goal,10,8,0.8,137.5,0.0,10,137.5,0.0,23.023,150.24,10
openvla_libero,depth_pruning2,libero_goal__task_3,libero_goal,10,2,0.2,285.1,0.0,10,285.1,0.0,47.392,149.827,10
openvla_libero,depth_pruning2,libero_goal__task_4,libero_goal,10,8,0.8,130.8,0.0,10,130.8,0.0,21.863,149.972,10
openvla_libero,depth_pruning2,libero_goal__task_5,libero_goal,10,5,0.5,227.6,0.0,10,227.6,0.0,38.085,150.272,10
openvla_libero,depth_pruning2,libero_goal__task_6,libero_goal,10,5,0.5,207.5,0.0,10,207.5,0.0,34.658,150.3,10
openvla_libero,depth_pruning2,libero_goal__task_7,libero_goal,10,10,1.0,80.2,0.0,10,80.2,0.0,13.307,149.529,10
openvla_libero,depth_pruning2,libero_goal__task_8,libero_goal,10,10,1.0,90.5,0.0,10,90.5,0.0,15.12,149.417,10
openvla_libero,depth_pruning2,libero_goal__task_9,libero_goal,10,1,0.1,288.0,0.0,10,288.0,0.0,48.112,149.609,10
openvla_libero,depth_pruning2,libero_object__task_0,libero_object,10,5,0.5,229.1,0.0,10,229.1,0.0,37.814,147.883,10
openvla_libero,depth_pruning2,libero_object__task_1,libero_object,10,8,0.8,177.9,0.0,10,177.9,0.0,29.165,148.066,10
openvla_libero,depth_pruning2,libero_object__task_2,libero_object,10,8,0.8,148.9,0.0,10,148.9,0.0,24.417,147.905,10
openvla_libero,depth_pruning2,libero_object__task_3,libero_object,10,4,0.4,240.7,0.0,10,240.7,0.0,39.35,147.922,10
openvla_libero,depth_pruning2,libero_object__task_4,libero_object,10,10,1.0,160.8,0.0,10,160.8,0.0,26.407,147.998,10
openvla_libero,depth_pruning2,libero_object__task_5,libero_object,10,8,0.8,171.4,0.0,10,171.4,0.0,28.241,148.178,10
openvla_libero,depth_pruning2,libero_object__task_6,libero_object,10,10,1.0,154.0,0.0,10,154.0,0.0,25.333,149.012,10
openvla_libero,depth_pruning2,libero_object__task_7,libero_object,10,9,0.9,157.8,0.0,10,157.8,0.0,25.899,148.413,10
openvla_libero,depth_pruning2,libero_object__task_8,libero_object,10,8,0.8,189.4,0.0,10,189.4,0.0,31.077,148.688,10
openvla_libero,depth_pruning2,libero_object__task_9,libero_object,10,9,0.9,172.1,0.0,10,172.1,0.0,28.243,148.768,10
openvla_libero,depth_pruning2,libero_spatial__task_0,libero_spatial,10,3,0.3,178.6,0.0,10,178.6,0.0,30.617,151.171,10
openvla_libero,depth_pruning2,libero_spatial__task_1,libero_spatial,10,5,0.5,171.0,0.0,10,171.0,0.0,29.152,150.255,10
openvla_libero,depth_pruning2,libero_spatial__task_2,libero_spatial,10,6,0.6,154.3,0.0,10,154.3,0.0,26.49,151.119,10
openvla_libero,depth_pruning2,libero_spatial__task_3,libero_spatial,10,7,0.7,127.9,0.0,10,127.9,0.0,21.912,150.22,10
openvla_libero,depth_pruning2,libero_spatial__task_4,libero_spatial,10,5,0.5,173.9,0.0,10,173.9,0.0,30.12,151.206,10
openvla_libero,depth_pruning2,libero_spatial__task_5,libero_spatial,10,9,0.9,107.5,0.0,10,107.5,0.0,18.531,150.611,10
openvla_libero,depth_pruning2,libero_spatial__task_6,libero_spatial,10,9,0.9,120.2,0.0,10,120.2,0.0,20.827,150.57,10
openvla_libero,depth_pruning2,libero_spatial__task_7,libero_spatial,10,7,0.7,163.9,0.0,10,163.9,0.0,28.346,150.228,10
openvla_libero,depth_pruning2,libero_spatial__task_8,libero_spatial,10,3,0.3,185.0,0.0,10,185.0,0.0,31.605,150.371,10
openvla_libero,depth_pruning2,libero_spatial__task_9,libero_spatial,10,2,0.2,201.7,0.0,10,201.7,0.0,34.883,150.39,10
openvla_libero,depth_pruning4,libero_10__task_0,libero_10,10,3,0.3,475.3,0.0,10,475.3,0.0,74.257,138.825,10
openvla_libero,depth_pruning4,libero_10__task_1,libero_10,10,4,0.4,412.2,0.0,10,412.2,0.0,64.043,138.463,10
openvla_libero,depth_pruning4,libero_10__task_2,libero_10,10,2,0.2,484.3,0.0,10,484.3,0.0,73.867,138.304,10
openvla_libero,depth_pruning4,libero_10__task_3,libero_10,10,2,0.2,466.4,0.0,10,466.4,0.0,71.572,138.532,10
openvla_libero,depth_pruning4,libero_10__task_4,libero_10,10,4,0.4,436.4,0.0,10,436.4,0.0,67.987,139.13,10
openvla_libero,depth_pruning4,libero_10__task_5,libero_10,10,4,0.4,422.1,0.0,10,422.1,0.0,64.684,140.089,10
openvla_libero,depth_pruning4,libero_10__task_6,libero_10,10,1,0.1,489.9,0.0,10,489.9,0.0,75.735,138.727,10
openvla_libero,depth_pruning4,libero_10__task_7,libero_10,10,1,0.1,490.4,0.0,10,490.4,0.0,75.281,138.686,10
openvla_libero,depth_pruning4,libero_10__task_8,libero_10,10,4,0.4,489.9,0.0,10,489.9,0.0,75.112,138.198,10
openvla_libero,depth_pruning4,libero_10__task_9,libero_10,10,1,0.1,500.9,0.0,10,500.9,0.0,77.472,139.364,10
openvla_libero,depth_pruning4,libero_goal__task_0,libero_goal,10,0,0.0,300.0,0.0,10,300.0,0.0,47.507,141.299,10
openvla_libero,depth_pruning4,libero_goal__task_1,libero_goal,10,7,0.7,152.1,0.0,10,152.1,0.0,24.062,141.476,10
openvla_libero,depth_pruning4,libero_goal__task_2,libero_goal,10,8,0.8,144.0,0.0,10,144.0,0.0,22.812,141.404,10
openvla_libero,depth_pruning4,libero_goal__task_3,libero_goal,10,1,0.1,290.3,0.0,10,290.3,0.0,46.065,142.492,10
openvla_libero,depth_pruning4,libero_goal__task_4,libero_goal,10,5,0.5,192.8,0.0,10,192.8,0.0,30.397,140.999,10
openvla_libero,depth_pruning4,libero_goal__task_5,libero_goal,10,1,0.1,287.0,0.0,10,287.0,0.0,45.68,142.096,10
openvla_libero,depth_pruning4,libero_goal__task_6,libero_goal,10,3,0.3,251.0,0.0,10,251.0,0.0,40.05,142.382,10
openvla_libero,depth_pruning4,libero_goal__task_7,libero_goal,10,9,0.9,109.2,0.0,10,109.2,0.0,17.303,141.742,10
openvla_libero,depth_pruning4,libero_goal__task_8,libero_goal,10,6,0.6,172.4,0.0,10,172.4,0.0,27.398,141.037,10
openvla_libero,depth_pruning4,libero_goal__task_9,libero_goal,10,1,0.1,285.1,0.0,10,285.1,0.0,44.87,140.279,10
openvla_libero,depth_pruning4,libero_object__task_0,libero_object,10,3,0.3,247.0,0.0,10,247.0,0.0,38.731,140.156,10
openvla_libero,depth_pruning4,libero_object__task_1,libero_object,10,6,0.6,205.2,0.0,10,205.2,0.0,32.064,140.751,10
openvla_libero,depth_pruning4,libero_object__task_2,libero_object,10,6,0.6,187.7,0.0,10,187.7,0.0,29.158,139.856,10
openvla_libero,depth_pruning4,libero_object__task_3,libero_object,10,8,0.8,181.2,0.0,10,181.2,0.0,28.288,140.691,10
openvla_libero,depth_pruning4,libero_object__task_4,libero_object,10,8,0.8,195.2,0.0,10,195.2,0.0,30.509,140.706,10
openvla_libero,depth_pruning4,libero_object__task_5,libero_object,10,8,0.8,190.4,0.0,10,190.4,0.0,29.816,140.907,10
openvla_libero,depth_pruning4,libero_object__task_6,libero_object,10,6,0.6,215.9,0.0,10,215.9,0.0,33.677,140.737,10
openvla_libero,depth_pruning4,libero_object__task_7,libero_object,10,6,0.6,211.4,0.0,10,211.4,0.0,32.898,139.897,10
openvla_libero,depth_pruning4,libero_object__task_8,libero_object,10,6,0.6,217.7,0.0,10,217.7,0.0,34.057,140.949,10
openvla_libero,depth_pruning4,libero_object__task_9,libero_object,10,8,0.8,178.2,0.0,10,178.2,0.0,27.705,139.995,10
openvla_libero,depth_pruning4,libero_spatial__task_0,libero_spatial,10,3,0.3,181.3,0.0,10,181.3,0.0,28.773,138.835,10
openvla_libero,depth_pruning4,libero_spatial__task_1,libero_spatial,10,3,0.3,205.3,0.0,10,205.3,0.0,32.798,139.643,10
openvla_libero,depth_pruning4,libero_spatial__task_2,libero_spatial,10,7,0.7,155.8,0.0,10,155.8,0.0,24.942,139.995,10
openvla_libero,depth_pruning4,libero_spatial__task_3,libero_spatial,10,8,0.8,129.2,0.0,10,129.2,0.0,20.753,139.977,10
openvla_libero,depth_pruning4,libero_spatial__task_4,libero_spatial,10,3,0.3,193.9,0.0,10,193.9,0.0,31.346,139.929,10
openvla_libero,depth_pruning4,libero_spatial__task_5,libero_spatial,10,5,0.5,157.4,0.0,10,157.4,0.0,25.226,139.602,10
openvla_libero,depth_pruning4,libero_spatial__task_6,libero_spatial,10,10,1.0,108.8,0.0,10,108.8,0.0,17.706,140.406,10
openvla_libero,depth_pruning4,libero_spatial__task_7,libero_spatial,10,3,0.3,192.9,0.0,10,192.9,0.0,31.281,140.527,10
openvla_libero,depth_pruning4,libero_spatial__task_8,libero_spatial,10,5,0.5,185.3,0.0,10,185.3,0.0,29.6,139.941,10
openvla_libero,depth_pruning4,libero_spatial__task_9,libero_spatial,10,1,0.1,210.4,0.0,10,210.4,0.0,34.129,139.97,10
openvla_libero,fixed_foveation_keep20,libero_10__task_0,libero_10,10,4,0.4,431.0,0.0,10,431.0,0.0,77.619,156.565,10
openvla_libero,fixed_foveation_keep20,libero_10__task_1,libero_10,10,3,0.3,440.6,0.0,10,440.6,0.0,79.437,156.468,10
openvla_libero,fixed_foveation_keep20,libero_10__task_2,libero_10,10,3,0.3,474.6,0.0,10,474.6,0.0,84.172,156.861,10
openvla_libero,fixed_foveation_keep20,libero_10__task_3,libero_10,10,2,0.2,460.7,0.0,10,460.7,0.0,81.776,155.945,10
openvla_libero,fixed_foveation_keep20,libero_10__task_4,libero_10,10,3,0.3,451.6,0.0,10,451.6,0.0,81.255,157.104,10
openvla_libero,fixed_foveation_keep20,libero_10__task_5,libero_10,10,7,0.7,283.8,0.0,10,283.8,0.0,50.269,156.657,10
openvla_libero,fixed_foveation_keep20,libero_10__task_6,libero_10,10,3,0.3,449.0,0.0,10,449.0,0.0,79.734,156.4,10
openvla_libero,fixed_foveation_keep20,libero_10__task_7,libero_10,10,3,0.3,466.7,0.0,10,466.7,0.0,82.903,157.612,10
openvla_libero,fixed_foveation_keep20,libero_10__task_8,libero_10,10,1,0.1,508.2,0.0,10,508.2,0.0,90.051,156.415,10
openvla_libero,fixed_foveation_keep20,libero_10__task_9,libero_10,10,1,0.1,501.9,0.0,10,501.9,0.0,88.844,155.771,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_0,libero_goal,10,6,0.6,197.3,0.0,10,197.3,0.0,35.454,156.699,10
