backbone_dir,configuration,task,task_group,n,successes,success_rate,mean_steps,truncation_rate,n_with_truncated_field,mean_policy_calls,mean_reuses,mean_episode_elapsed_s,median_of_episode_query_median_ms,n_with_query_latency
univla_libero,depth_pruning4,libero_goal__task_3,libero_goal,10,10,1.0,197.4,0.0,10,20.1,0.0,11.597,430.07,10
univla_libero,depth_pruning4,libero_goal__task_4,libero_goal,10,10,1.0,97.1,0.0,10,10.3,0.0,6.167,440.443,10
univla_libero,depth_pruning4,libero_goal__task_5,libero_goal,10,6,0.6,226.3,0.0,10,22.9,0.0,12.882,420.427,10
univla_libero,depth_pruning4,libero_goal__task_6,libero_goal,10,7,0.7,154.4,0.0,10,15.7,0.0,9.757,453.017,10
univla_libero,depth_pruning4,libero_goal__task_7,libero_goal,10,10,1.0,77.4,0.0,10,8.1,0.0,4.373,406.514,10
univla_libero,depth_pruning4,libero_goal__task_8,libero_goal,10,10,1.0,77.6,0.0,10,8.2,0.0,4.74,434.211,10
univla_libero,depth_pruning4,libero_goal__task_9,libero_goal,10,4,0.4,232.5,0.0,10,23.4,0.0,13.913,449.584,10
univla_libero,depth_pruning4,libero_object__task_0,libero_object,10,10,1.0,150.4,0.0,10,15.5,0.0,8.902,423.198,10
univla_libero,depth_pruning4,libero_object__task_1,libero_object,10,8,0.8,163.4,0.0,10,16.7,0.0,9.624,419.614,10
univla_libero,depth_pruning4,libero_object__task_2,libero_object,10,10,1.0,118.5,0.0,10,12.3,0.0,6.796,402.305,10
univla_libero,depth_pruning4,libero_object__task_3,libero_object,10,8,0.8,175.4,0.0,10,17.8,0.0,9.965,417.765,10
univla_libero,depth_pruning4,libero_object__task_4,libero_object,10,10,1.0,144.2,0.0,10,14.8,0.0,8.053,405.845,10
univla_libero,depth_pruning4,libero_object__task_5,libero_object,10,7,0.7,186.0,0.0,10,18.9,0.0,11.056,427.654,10
univla_libero,depth_pruning4,libero_object__task_6,libero_object,10,10,1.0,168.0,0.0,10,17.2,0.0,10.039,434.995,10
univla_libero,depth_pruning4,libero_object__task_7,libero_object,10,10,1.0,131.2,0.0,10,13.4,0.0,7.377,411.003,10
univla_libero,depth_pruning4,libero_object__task_8,libero_object,10,9,0.9,174.6,0.0,10,17.9,0.0,10.183,424.189,10
univla_libero,depth_pruning4,libero_object__task_9,libero_object,10,10,1.0,123.0,0.0,10,12.8,0.0,6.863,392.183,10
univla_libero,depth_pruning4,libero_spatial__task_0,libero_spatial,10,9,0.9,91.4,0.0,10,9.6,0.0,6.417,489.935,10
univla_libero,depth_pruning4,libero_spatial__task_1,libero_spatial,10,9,0.9,114.7,0.0,10,11.9,0.0,7.506,451.308,10
univla_libero,depth_pruning4,libero_spatial__task_2,libero_spatial,10,10,1.0,90.9,0.0,10,9.4,0.0,5.821,432.965,10
univla_libero,depth_pruning4,libero_spatial__task_3,libero_spatial,10,10,1.0,83.3,0.0,10,8.8,0.0,5.717,457.793,10
univla_libero,depth_pruning4,libero_spatial__task_4,libero_spatial,10,9,0.9,135.4,0.0,10,14.0,0.0,8.858,447.968,10
univla_libero,depth_pruning4,libero_spatial__task_5,libero_spatial,10,10,1.0,93.0,0.0,10,9.8,0.0,6.496,476.323,10
univla_libero,depth_pruning4,libero_spatial__task_6,libero_spatial,10,10,1.0,106.4,0.0,10,11.1,0.0,7.111,441.179,10
univla_libero,depth_pruning4,libero_spatial__task_7,libero_spatial,10,10,1.0,117.2,0.0,10,12.1,0.0,7.701,423.938,10
univla_libero,depth_pruning4,libero_spatial__task_8,libero_spatial,10,9,0.9,111.0,0.0,10,11.5,0.0,7.605,480.059,10
univla_libero,depth_pruning4,libero_spatial__task_9,libero_spatial,10,8,0.8,148.4,0.0,10,15.2,0.0,10.229,464.199,10
univla_libero,fixed_foveation_keep20,libero_10__task_0,libero_10,10,10,1.0,255.2,0.0,10,25.9,0.0,16.342,453.122,10
univla_libero,fixed_foveation_keep20,libero_10__task_1,libero_10,10,10,1.0,238.8,0.0,10,24.3,0.0,15.547,483.5,10
univla_libero,fixed_foveation_keep20,libero_10__task_2,libero_10,10,8,0.8,281.8,0.0,10,28.5,0.0,16.66,452.967,10
univla_libero,fixed_foveation_keep20,libero_10__task_3,libero_10,10,10,1.0,226.1,0.0,10,23.3,0.0,13.705,459.697,10
univla_libero,fixed_foveation_keep20,libero_10__task_4,libero_10,10,10,1.0,229.7,0.0,10,23.6,0.0,14.362,450.387,10
univla_libero,fixed_foveation_keep20,libero_10__task_5,libero_10,10,10,1.0,153.9,0.0,10,15.8,0.0,8.314,415.383,10
univla_libero,fixed_foveation_keep20,libero_10__task_6,libero_10,10,8,0.8,299.0,0.0,10,30.2,0.0,17.179,430.569,10
univla_libero,fixed_foveation_keep20,libero_10__task_7,libero_10,10,8,0.8,299.5,0.0,10,30.3,0.0,18.569,482.065,10
univla_libero,fixed_foveation_keep20,libero_10__task_8,libero_10,10,2,0.2,487.2,0.0,10,48.8,0.0,27.102,414.096,10
univla_libero,fixed_foveation_keep20,libero_10__task_9,libero_10,10,10,1.0,286.2,0.0,10,29.1,0.0,17.904,478.001,10
univla_libero,fixed_foveation_keep20,libero_goal__task_0,libero_goal,10,7,0.7,174.5,0.0,10,17.7,0.0,10.999,466.686,10
univla_libero,fixed_foveation_keep20,libero_goal__task_1,libero_goal,10,9,0.9,107.2,0.0,10,11.0,0.0,7.248,483.091,10
univla_libero,fixed_foveation_keep20,libero_goal__task_2,libero_goal,10,10,1.0,89.8,0.0,10,9.3,0.0,6.148,504.496,10
univla_libero,fixed_foveation_keep20,libero_goal__task_3,libero_goal,10,9,0.9,188.6,0.0,10,19.3,0.0,11.964,467.203,10
univla_libero,fixed_foveation_keep20,libero_goal__task_4,libero_goal,10,9,0.9,107.7,0.0,10,11.1,0.0,7.462,502.286,10
univla_libero,fixed_foveation_keep20,libero_goal__task_5,libero_goal,10,8,0.8,166.1,0.0,10,17.1,0.0,10.278,450.67,10
univla_libero,fixed_foveation_keep20,libero_goal__task_6,libero_goal,10,9,0.9,113.9,0.0,10,11.6,0.0,7.813,504.51,10
univla_libero,fixed_foveation_keep20,libero_goal__task_7,libero_goal,10,10,1.0,76.0,0.0,10,8.1,0.0,4.74,452.504,10
univla_libero,fixed_foveation_keep20,libero_goal__task_8,libero_goal,10,10,1.0,74.2,0.0,10,7.9,0.0,5.023,495.032,10
univla_libero,fixed_foveation_keep20,libero_goal__task_9,libero_goal,10,6,0.6,200.0,0.0,10,20.3,0.0,12.827,489.145,10
univla_libero,fixed_foveation_keep20,libero_object__task_0,libero_object,10,10,1.0,138.1,0.0,10,14.3,0.0,8.965,469.442,10
univla_libero,fixed_foveation_keep20,libero_object__task_1,libero_object,10,10,1.0,131.7,0.0,10,13.4,0.0,8.223,457.277,10
univla_libero,fixed_foveation_keep20,libero_object__task_2,libero_object,10,10,1.0,114.7,0.0,10,11.9,0.0,7.344,462.489,10
univla_libero,fixed_foveation_keep20,libero_object__task_3,libero_object,10,10,1.0,143.3,0.0,10,14.7,0.0,9.227,466.361,10
univla_libero,fixed_foveation_keep20,libero_object__task_4,libero_object,10,10,1.0,138.4,0.0,10,14.1,0.0,8.563,455.09,10
univla_libero,fixed_foveation_keep20,libero_object__task_5,libero_object,10,10,1.0,126.3,0.0,10,13.1,0.0,8.237,474.855,10
univla_libero,fixed_foveation_keep20,libero_object__task_6,libero_object,10,10,1.0,164.0,0.0,10,16.9,0.0,10.322,456.892,10
univla_libero,fixed_foveation_keep20,libero_object__task_7,libero_object,10,10,1.0,127.7,0.0,10,13.2,0.0,7.866,455.423,10
univla_libero,fixed_foveation_keep20,libero_object__task_8,libero_object,10,10,1.0,153.9,0.0,10,15.7,0.0,9.556,460.599,10
univla_libero,fixed_foveation_keep20,libero_object__task_9,libero_object,10,10,1.0,122.3,0.0,10,12.5,0.0,7.376,449.894,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_0,libero_spatial,10,7,0.7,128.5,0.0,10,13.1,0.0,10.293,587.866,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_1,libero_spatial,10,9,0.9,115.2,0.0,10,12.0,0.0,8.281,498.807,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_2,libero_spatial,10,10,1.0,91.5,0.0,10,9.4,0.0,6.356,486.347,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_3,libero_spatial,10,9,0.9,98.2,0.0,10,10.0,0.0,7.345,530.588,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_4,libero_spatial,10,10,1.0,126.3,0.0,10,12.9,0.0,9.001,493.145,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_5,libero_spatial,10,9,0.9,110.0,0.0,10,11.4,0.0,8.506,523.82,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_6,libero_spatial,10,10,1.0,105.2,0.0,10,11.0,0.0,7.829,495.34,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_7,libero_spatial,10,10,1.0,112.6,0.0,10,11.8,0.0,8.362,495.702,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_8,libero_spatial,10,9,0.9,117.0,0.0,10,12.2,0.0,8.711,522.006,10
univla_libero,fixed_foveation_keep20,libero_spatial__task_9,libero_spatial,10,8,0.8,139.7,0.0,10,14.3,0.0,10.618,522.979,10
univla_libero,fixed_foveation_keep50,libero_10__task_0,libero_10,10,9,0.9,301.0,0.0,10,30.5,0.0,19.307,461.253,10
univla_libero,fixed_foveation_keep50,libero_10__task_1,libero_10,10,10,1.0,239.8,0.0,10,24.4,0.0,15.667,484.723,10
univla_libero,fixed_foveation_keep50,libero_10__task_2,libero_10,10,9,0.9,257.6,0.0,10,26.3,0.0,15.444,456.237,10
univla_libero,fixed_foveation_keep50,libero_10__task_3,libero_10,10,10,1.0,222.7,0.0,10,22.8,0.0,13.369,444.802,10
univla_libero,fixed_foveation_keep50,libero_10__task_4,libero_10,10,10,1.0,229.8,0.0,10,23.5,0.0,14.342,457.031,10
univla_libero,fixed_foveation_keep50,libero_10__task_5,libero_10,10,10,1.0,169.8,0.0,10,17.2,0.0,9.193,418.451,10
univla_libero,fixed_foveation_keep50,libero_10__task_6,libero_10,10,10,1.0,214.4,0.0,10,21.9,0.0,12.431,427.845,10
univla_libero,fixed_foveation_keep50,libero_10__task_7,libero_10,10,8,0.8,303.9,0.0,10,30.9,0.0,19.338,491.344,10
univla_libero,fixed_foveation_keep50,libero_10__task_8,libero_10,10,6,0.6,444.0,0.0,10,44.6,0.0,24.911,418.737,10
univla_libero,fixed_foveation_keep50,libero_10__task_9,libero_10,10,8,0.8,305.8,0.0,10,31.1,0.0,18.914,470.497,10
univla_libero,fixed_foveation_keep50,libero_goal__task_0,libero_goal,10,10,1.0,134.5,0.0,10,14.1,0.0,8.48,455.332,10
univla_libero,fixed_foveation_keep50,libero_goal__task_1,libero_goal,10,10,1.0,87.0,0.0,10,9.0,0.0,5.72,470.759,10
univla_libero,fixed_foveation_keep50,libero_goal__task_2,libero_goal,10,10,1.0,88.2,0.0,10,9.3,0.0,6.13,485.45,10
univla_libero,fixed_foveation_keep50,libero_goal__task_3,libero_goal,10,10,1.0,185.3,0.0,10,18.9,0.0,11.838,468.081,10
univla_libero,fixed_foveation_keep50,libero_goal__task_4,libero_goal,10,10,1.0,88.4,0.0,10,9.3,0.0,6.167,487.651,10
univla_libero,fixed_foveation_keep50,libero_goal__task_5,libero_goal,10,10,1.0,161.7,0.0,10,16.7,0.0,10.064,459.992,10
univla_libero,fixed_foveation_keep50,libero_goal__task_6,libero_goal,10,10,1.0,100.7,0.0,10,10.3,0.0,6.904,504.147,10
univla_libero,fixed_foveation_keep50,libero_goal__task_7,libero_goal,10,10,1.0,75.5,0.0,10,8.1,0.0,4.791,452.602,10
univla_libero,fixed_foveation_keep50,libero_goal__task_8,libero_goal,10,10,1.0,75.2,0.0,10,7.9,0.0,5.097,486.283,10
univla_libero,fixed_foveation_keep50,libero_goal__task_9,libero_goal,10,9,0.9,147.2,0.0,10,15.0,0.0,9.702,495.669,10
univla_libero,fixed_foveation_keep50,libero_object__task_0,libero_object,10,10,1.0,148.7,0.0,10,15.5,0.0,9.739,469.563,10
univla_libero,fixed_foveation_keep50,libero_object__task_1,libero_object,10,10,1.0,135.0,0.0,10,14.0,0.0,8.622,461.64,10
univla_libero,fixed_foveation_keep50,libero_object__task_2,libero_object,10,9,0.9,130.5,0.0,10,13.5,0.0,8.426,468.371,10
univla_libero,fixed_foveation_keep50,libero_object__task_3,libero_object,10,10,1.0,140.1,0.0,10,14.4,0.0,8.6,447.215,10
univla_libero,fixed_foveation_keep50,libero_object__task_4,libero_object,10,10,1.0,139.6,0.0,10,14.2,0.0,8.489,458.732,10
univla_libero,fixed_foveation_keep50,libero_object__task_5,libero_object,10,10,1.0,124.8,0.0,10,12.9,0.0,8.009,470.289,10
univla_libero,fixed_foveation_keep50,libero_object__task_6,libero_object,10,8,0.8,182.1,0.0,10,18.6,0.0,11.333,460.603,10
univla_libero,fixed_foveation_keep50,libero_object__task_7,libero_object,10,10,1.0,127.6,0.0,10,13.0,0.0,7.814,464.008,10
univla_libero,fixed_foveation_keep50,libero_object__task_8,libero_object,10,10,1.0,149.3,0.0,10,15.3,0.0,9.273,466.336,10
univla_libero,fixed_foveation_keep50,libero_object__task_9,libero_object,10,10,1.0,122.0,0.0,10,12.7,0.0,7.545,452.429,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_0,libero_spatial,10,9,0.9,95.0,0.0,10,9.7,0.0,7.353,557.463,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_1,libero_spatial,10,10,1.0,103.2,0.0,10,10.7,0.0,7.364,508.7,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_2,libero_spatial,10,9,0.9,105.6,0.0,10,10.9,0.0,7.366,475.97,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_3,libero_spatial,10,10,1.0,83.2,0.0,10,8.7,0.0,6.271,526.097,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_4,libero_spatial,10,10,1.0,124.0,0.0,10,12.9,0.0,9.001,503.149,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_5,libero_spatial,10,10,1.0,93.4,0.0,10,9.9,0.0,7.087,520.951,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_6,libero_spatial,10,10,1.0,110.8,0.0,10,11.6,0.0,8.178,491.738,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_7,libero_spatial,10,10,1.0,120.3,0.0,10,12.5,0.0,8.918,489.759,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_8,libero_spatial,10,8,0.8,126.2,0.0,10,12.9,0.0,9.331,526.616,10
univla_libero,fixed_foveation_keep50,libero_spatial__task_9,libero_spatial,10,10,1.0,127.6,0.0,10,13.1,0.0,9.607,515.25,10
univla_libero,guarded_reuse_aggressive,libero_10__task_0,libero_10,10,10,1.0,259.8,0.0,10,26.2,0.2,16.116,452.828,10
univla_libero,guarded_reuse_aggressive,libero_10__task_1,libero_10,10,9,0.9,265.7,0.0,10,27.1,0.0,17.142,486.985,10
univla_libero,guarded_reuse_aggressive,libero_10__task_2,libero_10,10,10,1.0,246.7,0.0,10,25.2,0.0,14.124,442.979,10
univla_libero,guarded_reuse_aggressive,libero_10__task_3,libero_10,10,10,1.0,226.5,0.0,10,23.1,0.0,13.251,452.228,10
univla_libero,guarded_reuse_aggressive,libero_10__task_4,libero_10,10,9,0.9,256.7,0.0,10,26.0,0.0,15.341,450.735,10
univla_libero,guarded_reuse_aggressive,libero_10__task_5,libero_10,10,9,0.9,196.2,0.0,10,19.7,0.3,10.341,415.229,10
univla_libero,guarded_reuse_aggressive,libero_10__task_6,libero_10,10,8,0.8,282.2,0.0,10,28.1,0.5,15.748,424.488,10
univla_libero,guarded_reuse_aggressive,libero_10__task_7,libero_10,10,8,0.8,297.4,0.0,10,29.3,0.7,17.698,472.064,10
univla_libero,guarded_reuse_aggressive,libero_10__task_8,libero_10,10,6,0.6,438.7,0.0,10,44.2,0.0,23.514,399.955,10
univla_libero,guarded_reuse_aggressive,libero_10__task_9,libero_10,10,7,0.7,342.4,0.0,10,34.5,0.0,20.464,471.815,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_0,libero_goal,10,7,0.7,178.0,0.0,10,18.3,0.0,11.204,447.696,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_1,libero_goal,10,10,1.0,90.3,0.0,10,9.4,0.0,5.853,467.809,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_2,libero_goal,10,10,1.0,89.4,0.0,10,9.4,0.0,6.104,493.799,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_3,libero_goal,10,9,0.9,202.5,0.0,10,20.7,0.0,12.807,472.054,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_4,libero_goal,10,10,1.0,82.4,0.0,10,8.7,0.0,5.621,490.347,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_5,libero_goal,10,8,0.8,175.9,0.0,10,17.8,0.0,10.64,450.182,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_6,libero_goal,10,10,1.0,91.9,0.0,10,9.4,0.0,6.033,495.392,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_7,libero_goal,10,10,1.0,75.2,0.0,10,8.0,0.0,4.686,445.115,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_8,libero_goal,10,10,1.0,75.3,0.0,10,7.9,0.0,5.025,485.533,10
univla_libero,guarded_reuse_aggressive,libero_goal__task_9,libero_goal,10,8,0.8,164.7,0.0,10,16.9,0.0,10.716,496.069,10
univla_libero,guarded_reuse_aggressive,libero_object__task_0,libero_object,10,10,1.0,148.6,0.0,10,15.2,0.0,9.425,466.999,10
univla_libero,guarded_reuse_aggressive,libero_object__task_1,libero_object,10,10,1.0,140.9,0.0,10,14.6,0.0,9.027,461.253,10
univla_libero,guarded_reuse_aggressive,libero_object__task_2,libero_object,10,10,1.0,114.3,0.0,10,11.9,0.0,7.225,449.5,10
univla_libero,guarded_reuse_aggressive,libero_object__task_3,libero_object,10,9,0.9,161.5,0.0,10,16.6,0.0,10.019,460.493,10
univla_libero,guarded_reuse_aggressive,libero_object__task_4,libero_object,10,9,0.9,153.4,0.0,10,15.6,0.0,9.139,449.016,10
univla_libero,guarded_reuse_aggressive,libero_object__task_5,libero_object,10,10,1.0,152.4,0.0,10,15.7,0.0,9.986,473.969,10
univla_libero,guarded_reuse_aggressive,libero_object__task_6,libero_object,10,8,0.8,180.4,0.0,10,18.2,0.0,11.228,473.988,10
univla_libero,guarded_reuse_aggressive,libero_object__task_7,libero_object,10,10,1.0,127.1,0.0,10,13.2,0.0,7.823,470.091,10
univla_libero,guarded_reuse_aggressive,libero_object__task_8,libero_object,10,10,1.0,160.1,0.0,10,16.5,0.0,9.866,470.174,10
univla_libero,guarded_reuse_aggressive,libero_object__task_9,libero_object,10,10,1.0,119.5,0.0,10,12.3,0.0,7.053,434.971,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_0,libero_spatial,10,9,0.9,91.5,0.0,10,9.5,0.0,7.056,542.433,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_1,libero_spatial,10,10,1.0,107.7,0.0,10,11.3,0.0,7.564,489.216,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_2,libero_spatial,10,10,1.0,91.8,0.0,10,9.5,0.0,6.235,478.447,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_3,libero_spatial,10,9,0.9,96.8,0.0,10,10.0,0.0,7.051,506.484,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_4,libero_spatial,10,10,1.0,123.6,0.0,10,12.8,0.0,8.759,498.505,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_5,libero_spatial,10,9,0.9,108.5,0.0,10,11.3,0.0,8.113,517.237,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_6,libero_spatial,10,10,1.0,103.0,0.0,10,10.8,0.0,7.391,487.51,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_7,libero_spatial,10,10,1.0,119.9,0.0,10,12.5,0.0,8.628,480.293,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_8,libero_spatial,10,9,0.9,109.8,0.0,10,11.5,0.0,7.994,509.533,10
univla_libero,guarded_reuse_aggressive,libero_spatial__task_9,libero_spatial,10,9,0.9,130.5,0.0,10,13.5,0.0,9.807,510.294,10
univla_libero,guarded_reuse_moderate,libero_10__task_0,libero_10,10,10,1.0,259.1,0.0,10,26.2,0.1,16.398,455.591,10
univla_libero,guarded_reuse_moderate,libero_10__task_1,libero_10,10,9,0.9,265.7,0.0,10,27.1,0.0,17.41,488.886,10
univla_libero,guarded_reuse_moderate,libero_10__task_2,libero_10,10,10,1.0,246.7,0.0,10,25.2,0.0,14.463,450.045,10
univla_libero,guarded_reuse_moderate,libero_10__task_3,libero_10,10,10,1.0,226.3,0.0,10,23.1,0.0,13.455,453.316,10
univla_libero,guarded_reuse_moderate,libero_10__task_4,libero_10,10,9,0.9,256.7,0.0,10,26.0,0.0,15.742,457.864,10
univla_libero,guarded_reuse_moderate,libero_10__task_5,libero_10,10,9,0.9,194.7,0.0,10,19.9,0.0,10.753,423.904,10
univla_libero,guarded_reuse_moderate,libero_10__task_6,libero_10,10,8,0.8,281.4,0.0,10,28.2,0.3,16.233,439.148,10
univla_libero,guarded_reuse_moderate,libero_10__task_7,libero_10,10,8,0.8,297.4,0.0,10,29.8,0.2,18.515,485.992,10
univla_libero,guarded_reuse_moderate,libero_10__task_8,libero_10,10,6,0.6,438.7,0.0,10,44.2,0.0,24.219,406.715,10
univla_libero,guarded_reuse_moderate,libero_10__task_9,libero_10,10,7,0.7,342.2,0.0,10,34.5,0.0,20.925,475.645,10
univla_libero,guarded_reuse_moderate,libero_goal__task_0,libero_goal,10,7,0.7,178.0,0.0,10,18.3,0.0,11.252,450.606,10
univla_libero,guarded_reuse_moderate,libero_goal__task_1,libero_goal,10,10,1.0,90.3,0.0,10,9.4,0.0,5.831,469.168,10
univla_libero,guarded_reuse_moderate,libero_goal__task_2,libero_goal,10,10,1.0,89.5,0.0,10,9.4,0.0,6.093,494.888,10
univla_libero,guarded_reuse_moderate,libero_goal__task_3,libero_goal,10,9,0.9,202.5,0.0,10,20.7,0.0,12.78,474.393,10
univla_libero,guarded_reuse_moderate,libero_goal__task_4,libero_goal,10,10,1.0,82.4,0.0,10,8.7,0.0,5.599,492.228,10
univla_libero,guarded_reuse_moderate,libero_goal__task_5,libero_goal,10,8,0.8,175.9,0.0,10,17.8,0.0,10.592,450.885,10
univla_libero,guarded_reuse_moderate,libero_goal__task_6,libero_goal,10,10,1.0,91.9,0.0,10,9.4,0.0,6.041,500.6,10
univla_libero,guarded_reuse_moderate,libero_goal__task_7,libero_goal,10,10,1.0,75.2,0.0,10,8.0,0.0,4.674,445.696,10
univla_libero,guarded_reuse_moderate,libero_goal__task_8,libero_goal,10,10,1.0,75.3,0.0,10,7.9,0.0,5.0,488.32,10
univla_libero,guarded_reuse_moderate,libero_goal__task_9,libero_goal,10,9,0.9,154.4,0.0,10,16.0,0.0,10.067,497.552,10
univla_libero,guarded_reuse_moderate,libero_object__task_0,libero_object,10,10,1.0,148.6,0.0,10,15.2,0.0,9.493,469.687,10
univla_libero,guarded_reuse_moderate,libero_object__task_1,libero_object,10,10,1.0,140.9,0.0,10,14.6,0.0,8.933,459.403,10
univla_libero,guarded_reuse_moderate,libero_object__task_2,libero_object,10,10,1.0,114.3,0.0,10,11.9,0.0,7.223,453.733,10
univla_libero,guarded_reuse_moderate,libero_object__task_3,libero_object,10,9,0.9,161.5,0.0,10,16.6,0.0,10.04,469.798,10
univla_libero,guarded_reuse_moderate,libero_object__task_4,libero_object,10,9,0.9,153.4,0.0,10,15.6,0.0,9.209,454.184,10
univla_libero,guarded_reuse_moderate,libero_object__task_5,libero_object,10,10,1.0,152.4,0.0,10,15.7,0.0,9.995,471.454,10
univla_libero,guarded_reuse_moderate,libero_object__task_6,libero_object,10,8,0.8,180.4,0.0,10,18.2,0.0,11.36,480.786,10
univla_libero,guarded_reuse_moderate,libero_object__task_7,libero_object,10,10,1.0,127.1,0.0,10,13.2,0.0,7.962,475.946,10
univla_libero,guarded_reuse_moderate,libero_object__task_8,libero_object,10,10,1.0,160.1,0.0,10,16.5,0.0,10.131,479.263,10
univla_libero,guarded_reuse_moderate,libero_object__task_9,libero_object,10,10,1.0,119.5,0.0,10,12.3,0.0,7.244,440.996,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_0,libero_spatial,10,9,0.9,91.5,0.0,10,9.5,0.0,7.109,545.007,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_1,libero_spatial,10,10,1.0,107.7,0.0,10,11.3,0.0,7.631,489.744,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_2,libero_spatial,10,10,1.0,91.8,0.0,10,9.5,0.0,6.283,477.858,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_3,libero_spatial,10,9,0.9,96.8,0.0,10,10.0,0.0,7.051,506.634,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_4,libero_spatial,10,10,1.0,123.6,0.0,10,12.8,0.0,8.801,498.251,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_5,libero_spatial,10,9,0.9,108.5,0.0,10,11.3,0.0,8.186,521.691,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_6,libero_spatial,10,10,1.0,103.0,0.0,10,10.8,0.0,7.423,487.38,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_7,libero_spatial,10,10,1.0,119.9,0.0,10,12.5,0.0,8.648,485.098,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_8,libero_spatial,10,9,0.9,109.8,0.0,10,11.5,0.0,8.066,514.268,10
univla_libero,guarded_reuse_moderate,libero_spatial__task_9,libero_spatial,10,9,0.9,130.5,0.0,10,13.5,0.0,9.873,519.718,10
univla_libero,guarded_reuse_strict,libero_10__task_0,libero_10,10,10,1.0,259.1,0.0,10,26.2,0.1,16.296,451.413,10
univla_libero,guarded_reuse_strict,libero_10__task_1,libero_10,10,9,0.9,265.7,0.0,10,27.1,0.0,17.307,487.362,10
univla_libero,guarded_reuse_strict,libero_10__task_2,libero_10,10,10,1.0,246.7,0.0,10,25.2,0.0,14.447,446.859,10
univla_libero,guarded_reuse_strict,libero_10__task_3,libero_10,10,10,1.0,226.3,0.0,10,23.1,0.0,13.49,454.22,10
univla_libero,guarded_reuse_strict,libero_10__task_4,libero_10,10,9,0.9,256.7,0.0,10,26.0,0.0,15.676,453.537,10
univla_libero,guarded_reuse_strict,libero_10__task_5,libero_10,10,9,0.9,194.7,0.0,10,19.9,0.0,10.738,419.444,10
univla_libero,guarded_reuse_strict,libero_10__task_6,libero_10,10,8,0.8,281.4,0.0,10,28.3,0.2,16.084,426.682,10
univla_libero,guarded_reuse_strict,libero_10__task_7,libero_10,10,8,0.8,297.4,0.0,10,29.8,0.2,18.342,477.423,10
univla_libero,guarded_reuse_strict,libero_10__task_8,libero_10,10,6,0.6,438.7,0.0,10,44.2,0.0,23.968,409.06,10
univla_libero,guarded_reuse_strict,libero_10__task_9,libero_10,10,7,0.7,339.1,0.0,10,34.2,0.0,20.519,473.202,10
univla_libero,guarded_reuse_strict,libero_goal__task_0,libero_goal,10,7,0.7,178.0,0.0,10,18.3,0.0,11.362,453.742,10
univla_libero,guarded_reuse_strict,libero_goal__task_1,libero_goal,10,10,1.0,90.3,0.0,10,9.4,0.0,5.884,469.962,10
univla_libero,guarded_reuse_strict,libero_goal__task_2,libero_goal,10,10,1.0,89.4,0.0,10,9.4,0.0,6.131,496.325,10
univla_libero,guarded_reuse_strict,libero_goal__task_3,libero_goal,10,9,0.9,202.5,0.0,10,20.7,0.0,12.886,475.867,10
