backbone,env,configuration,family,task,task_description,episodes,successes,success_pct,avg_steps,avg_reuses,orig_episodes,orig_successes,orig_success_pct,orig_avg_steps,delta_success_pct,delta_avg_steps,delta_vs_original
SpatialVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_move_near,,50,48,96.00,23.82,0.26,50,46,92.00,24.56,4.00,-0.74,4.00
SpatialVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_open_drawer,,50,27,54.00,64.72,2.42,50,28,56.00,63.52,-2.00,1.20,-2.00
SpatialVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_pick_coke_can,,50,43,86.00,26.80,0.20,50,43,86.00,26.76,0.00,0.04,0.00
SpatialVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,1.08,50,0,0.00,80.00,0.00,0.00,0.00
SpatialVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_close_drawer,,50,32,64.00,53.40,0.00,50,31,62.00,53.04,2.00,0.36,2.00
SpatialVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_move_near,,50,48,96.00,23.66,0.00,50,46,92.00,24.56,4.00,-0.90,4.00
SpatialVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_open_drawer,,50,23,46.00,62.86,0.00,50,28,56.00,63.52,-10.00,-0.66,-10.00
SpatialVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_pick_coke_can,,50,42,84.00,27.16,0.00,50,43,86.00,26.76,-2.00,0.40,-2.00
SpatialVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
SpatialVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_close_drawer,,50,31,62.00,51.06,0.00,50,31,62.00,53.04,0.00,-1.98,0.00
SpatialVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_move_near,,50,48,96.00,23.38,0.00,50,46,92.00,24.56,4.00,-1.18,4.00
SpatialVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_open_drawer,,50,26,52.00,60.82,0.00,50,28,56.00,63.52,-4.00,-2.70,-4.00
SpatialVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_pick_coke_can,,50,45,90.00,23.28,0.00,50,43,86.00,26.76,4.00,-3.48,4.00
SpatialVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
SpatialVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_close_drawer,,50,31,62.00,52.90,0.00,50,31,62.00,53.04,0.00,-0.14,0.00
SpatialVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_move_near,,50,46,92.00,24.56,0.00,50,46,92.00,24.56,0.00,0.00,0.00
SpatialVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_open_drawer,,50,28,56.00,64.08,0.00,50,28,56.00,63.52,0.00,0.56,0.00
SpatialVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_pick_coke_can,,50,43,86.00,26.76,0.00,50,43,86.00,26.76,0.00,0.00,0.00
SpatialVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,original,Original,google_robot_close_drawer,,50,19,38.00,60.08,0.00,50,19,38.00,60.08,0.00,0.00,0.00
CronusVLA,Fractal,original,Original,google_robot_move_near,,50,50,100.00,28.10,0.00,50,50,100.00,28.10,0.00,0.00,0.00
CronusVLA,Fractal,original,Original,google_robot_open_drawer,,50,20,40.00,64.14,0.00,50,20,40.00,64.14,0.00,0.00,0.00
CronusVLA,Fractal,original,Original,google_robot_pick_coke_can,,50,50,100.00,24.36,0.00,50,50,100.00,24.36,0.00,0.00,0.00
CronusVLA,Fractal,original,Original,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,fixed_foveation_keep20,Foveation,google_robot_close_drawer,,50,25,50.00,56.76,0.00,50,19,38.00,60.08,12.00,-3.32,12.00
CronusVLA,Fractal,fixed_foveation_keep20,Foveation,google_robot_move_near,,50,50,100.00,25.76,0.00,50,50,100.00,28.10,0.00,-2.34,0.00
CronusVLA,Fractal,fixed_foveation_keep20,Foveation,google_robot_open_drawer,,50,11,22.00,72.92,0.00,50,20,40.00,64.14,-18.00,8.78,-18.00
CronusVLA,Fractal,fixed_foveation_keep20,Foveation,google_robot_pick_coke_can,,50,50,100.00,21.40,0.00,50,50,100.00,24.36,0.00,-2.96,0.00
CronusVLA,Fractal,fixed_foveation_keep20,Foveation,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,fixed_foveation_keep50,Foveation,google_robot_close_drawer,,50,28,56.00,54.88,0.00,50,19,38.00,60.08,18.00,-5.20,18.00
CronusVLA,Fractal,fixed_foveation_keep50,Foveation,google_robot_move_near,,50,50,100.00,25.24,0.00,50,50,100.00,28.10,0.00,-2.86,0.00
CronusVLA,Fractal,fixed_foveation_keep50,Foveation,google_robot_open_drawer,,50,14,28.00,70.16,0.00,50,20,40.00,64.14,-12.00,6.02,-12.00
CronusVLA,Fractal,fixed_foveation_keep50,Foveation,google_robot_pick_coke_can,,50,50,100.00,20.20,0.00,50,50,100.00,24.36,0.00,-4.16,0.00
CronusVLA,Fractal,fixed_foveation_keep50,Foveation,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,action_repeat2,Action repeat,google_robot_close_drawer,,50,24,48.00,60.32,30.04,50,19,38.00,60.08,10.00,0.24,10.00
CronusVLA,Fractal,action_repeat2,Action repeat,google_robot_move_near,,50,50,100.00,41.32,20.48,50,50,100.00,28.10,0.00,13.22,0.00
CronusVLA,Fractal,action_repeat2,Action repeat,google_robot_open_drawer,,50,22,44.00,67.08,33.40,50,20,40.00,64.14,4.00,2.94,4.00
CronusVLA,Fractal,action_repeat2,Action repeat,google_robot_pick_coke_can,,50,50,100.00,38.42,19.02,50,50,100.00,24.36,0.00,14.06,0.00
CronusVLA,Fractal,action_repeat2,Action repeat,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,40.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,action_repeat4,Action repeat,google_robot_close_drawer,,50,10,20.00,73.26,54.88,50,19,38.00,60.08,-18.00,13.18,-18.00
CronusVLA,Fractal,action_repeat4,Action repeat,google_robot_move_near,,50,50,100.00,68.70,51.44,50,50,100.00,28.10,0.00,40.60,0.00
CronusVLA,Fractal,action_repeat4,Action repeat,google_robot_open_drawer,,50,5,10.00,78.06,58.52,50,20,40.00,64.14,-30.00,13.92,-30.00
CronusVLA,Fractal,action_repeat4,Action repeat,google_robot_pick_coke_can,,50,50,100.00,70.64,52.84,50,50,100.00,24.36,0.00,46.28,0.00
CronusVLA,Fractal,action_repeat4,Action repeat,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,60.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,depth_pruning1,Depth pruning,google_robot_close_drawer,,50,24,48.00,57.40,0.00,50,19,38.00,60.08,10.00,-2.68,10.00
CronusVLA,Fractal,depth_pruning1,Depth pruning,google_robot_move_near,,50,48,96.00,26.22,0.00,50,50,100.00,28.10,-4.00,-1.88,-4.00
CronusVLA,Fractal,depth_pruning1,Depth pruning,google_robot_open_drawer,,50,20,40.00,64.60,0.00,50,20,40.00,64.14,0.00,0.46,0.00
CronusVLA,Fractal,depth_pruning1,Depth pruning,google_robot_pick_coke_can,,50,49,98.00,22.62,0.00,50,50,100.00,24.36,-2.00,-1.74,-2.00
CronusVLA,Fractal,depth_pruning1,Depth pruning,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,depth_pruning2,Depth pruning,google_robot_close_drawer,,50,16,32.00,64.88,0.00,50,19,38.00,60.08,-6.00,4.80,-6.00
CronusVLA,Fractal,depth_pruning2,Depth pruning,google_robot_move_near,,50,47,94.00,28.66,0.00,50,50,100.00,28.10,-6.00,0.56,-6.00
CronusVLA,Fractal,depth_pruning2,Depth pruning,google_robot_open_drawer,,50,18,36.00,70.08,0.00,50,20,40.00,64.14,-4.00,5.94,-4.00
CronusVLA,Fractal,depth_pruning2,Depth pruning,google_robot_pick_coke_can,,50,48,96.00,23.34,0.00,50,50,100.00,24.36,-4.00,-1.02,-4.00
CronusVLA,Fractal,depth_pruning2,Depth pruning,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,depth_pruning4,Depth pruning,google_robot_close_drawer,,50,18,36.00,65.16,0.00,50,19,38.00,60.08,-2.00,5.08,-2.00
CronusVLA,Fractal,depth_pruning4,Depth pruning,google_robot_move_near,,50,48,96.00,27.14,0.00,50,50,100.00,28.10,-4.00,-0.96,-4.00
CronusVLA,Fractal,depth_pruning4,Depth pruning,google_robot_open_drawer,,50,12,24.00,73.06,0.00,50,20,40.00,64.14,-16.00,8.92,-16.00
CronusVLA,Fractal,depth_pruning4,Depth pruning,google_robot_pick_coke_can,,50,50,100.00,24.54,0.00,50,50,100.00,24.36,0.00,0.18,0.00
CronusVLA,Fractal,depth_pruning4,Depth pruning,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,guarded_reuse_strict,Guarded reuse,google_robot_close_drawer,,50,21,42.00,61.28,1.60,50,19,38.00,60.08,4.00,1.20,4.00
CronusVLA,Fractal,guarded_reuse_strict,Guarded reuse,google_robot_move_near,,50,50,100.00,27.60,0.00,50,50,100.00,28.10,0.00,-0.50,0.00
CronusVLA,Fractal,guarded_reuse_strict,Guarded reuse,google_robot_open_drawer,,50,15,30.00,67.18,0.12,50,20,40.00,64.14,-10.00,3.04,-10.00
CronusVLA,Fractal,guarded_reuse_strict,Guarded reuse,google_robot_pick_coke_can,,50,50,100.00,23.58,0.06,50,50,100.00,24.36,0.00,-0.78,0.00
CronusVLA,Fractal,guarded_reuse_strict,Guarded reuse,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,guarded_reuse_moderate,Guarded reuse,google_robot_close_drawer,,50,20,40.00,61.16,3.62,50,19,38.00,60.08,2.00,1.08,2.00
CronusVLA,Fractal,guarded_reuse_moderate,Guarded reuse,google_robot_move_near,,50,50,100.00,27.60,0.00,50,50,100.00,28.10,0.00,-0.50,0.00
CronusVLA,Fractal,guarded_reuse_moderate,Guarded reuse,google_robot_open_drawer,,50,17,34.00,67.00,0.50,50,20,40.00,64.14,-6.00,2.86,-6.00
CronusVLA,Fractal,guarded_reuse_moderate,Guarded reuse,google_robot_pick_coke_can,,50,50,100.00,23.60,0.28,50,50,100.00,24.36,0.00,-0.76,0.00
CronusVLA,Fractal,guarded_reuse_moderate,Guarded reuse,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.02,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_close_drawer,,50,22,44.00,58.00,7.70,50,19,38.00,60.08,6.00,-2.08,6.00
CronusVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_move_near,,50,50,100.00,26.72,0.14,50,50,100.00,28.10,0.00,-1.38,0.00
CronusVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_open_drawer,,50,20,40.00,66.00,2.08,50,20,40.00,64.14,0.00,1.86,0.00
CronusVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_pick_coke_can,,50,50,100.00,22.94,0.12,50,50,100.00,24.36,0.00,-1.42,0.00
CronusVLA,Fractal,guarded_reuse_aggressive,Guarded reuse,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.66,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_close_drawer,,50,25,50.00,55.60,0.00,50,19,38.00,60.08,12.00,-4.48,12.00
CronusVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_move_near,,50,50,100.00,28.22,0.00,50,50,100.00,28.10,0.00,0.12,0.00
CronusVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_open_drawer,,50,18,36.00,65.98,0.00,50,20,40.00,64.14,-4.00,1.84,-4.00
CronusVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_pick_coke_can,,50,50,100.00,22.88,0.00,50,50,100.00,24.36,0.00,-1.48,0.00
CronusVLA,Fractal,temporal_fusion_motion_entropy,Temporal fusion,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_close_drawer,,50,25,50.00,55.60,0.00,50,19,38.00,60.08,12.00,-4.48,12.00
CronusVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_move_near,,50,50,100.00,28.22,0.00,50,50,100.00,28.10,0.00,0.12,0.00
CronusVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_open_drawer,,50,18,36.00,65.98,0.00,50,20,40.00,64.14,-4.00,1.84,-4.00
CronusVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_pick_coke_can,,50,50,100.00,22.88,0.00,50,50,100.00,24.36,0.00,-1.48,0.00
CronusVLA,Fractal,temporal_fusion_task_aware,Temporal fusion,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
CronusVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_close_drawer,,50,25,50.00,55.60,0.00,50,19,38.00,60.08,12.00,-4.48,12.00
CronusVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_move_near,,50,50,100.00,28.22,0.00,50,50,100.00,28.10,0.00,0.12,0.00
CronusVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_open_drawer,,50,18,36.00,65.98,0.00,50,20,40.00,64.14,-4.00,1.84,-4.00
CronusVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_pick_coke_can,,50,50,100.00,22.88,0.00,50,50,100.00,24.36,0.00,-1.48,0.00
CronusVLA,Fractal,temporal_fusion_conservative_adaptive,Temporal fusion,google_robot_place_apple_in_closed_top_drawer,,50,0,0.00,80.00,0.00,50,0,0.00,80.00,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,7,70.00,399.50,0.00,10,7,70.00,399.50,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,8,80.00,347.80,0.00,10,8,80.00,347.80,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_2,turn on the stove and put the moka pot on it,10,6,60.00,391.00,0.00,10,6,60.00,391.00,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_3,put the black bowl in the bottom drawer of the cabinet and close it,10,2,20.00,464.30,0.00,10,2,20.00,464.30,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,4,40.00,413.70,0.00,10,4,40.00,413.70,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_5,pick up the book and place it in the back compartment of the caddy,10,9,90.00,222.60,0.00,10,9,90.00,222.60,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,7,70.00,374.80,0.00,10,7,70.00,374.80,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_7,put both the alphabet soup and the cream cheese box in the basket,10,5,50.00,428.00,0.00,10,5,50.00,428.00,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_8,put both moka pots on the stove,10,3,30.00,486.50,0.00,10,3,30.00,486.50,0.00,0.00,0.00
OpenVLA,LIBERO Long,original,Original,libero_10__task_9,put the yellow and white mug in the microwave and close it,10,5,50.00,439.70,0.00,10,5,50.00,439.70,0.00,0.00,0.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,4,40.00,431.00,0.00,10,7,70.00,399.50,-30.00,31.50,-30.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,3,30.00,440.60,0.00,10,8,80.00,347.80,-50.00,92.80,-50.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_2,turn on the stove and put the moka pot on it,10,3,30.00,474.60,0.00,10,6,60.00,391.00,-30.00,83.60,-30.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_3,put the black bowl in the bottom drawer of the cabinet and close it,10,2,20.00,460.70,0.00,10,2,20.00,464.30,0.00,-3.60,0.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,3,30.00,451.60,0.00,10,4,40.00,413.70,-10.00,37.90,-10.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_5,pick up the book and place it in the back compartment of the caddy,10,7,70.00,283.80,0.00,10,9,90.00,222.60,-20.00,61.20,-20.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,3,30.00,449.00,0.00,10,7,70.00,374.80,-40.00,74.20,-40.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_7,put both the alphabet soup and the cream cheese box in the basket,10,3,30.00,466.70,0.00,10,5,50.00,428.00,-20.00,38.70,-20.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_8,put both moka pots on the stove,10,1,10.00,508.20,0.00,10,3,30.00,486.50,-20.00,21.70,-20.00
OpenVLA,LIBERO Long,fixed_foveation_keep20,Foveation,libero_10__task_9,put the yellow and white mug in the microwave and close it,10,1,10.00,501.90,0.00,10,5,50.00,439.70,-40.00,62.20,-40.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,3,30.00,465.50,0.00,10,7,70.00,399.50,-40.00,66.00,-40.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,6,60.00,379.20,0.00,10,8,80.00,347.80,-20.00,31.40,-20.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_2,turn on the stove and put the moka pot on it,10,7,70.00,356.70,0.00,10,6,60.00,391.00,10.00,-34.30,10.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_3,put the black bowl in the bottom drawer of the cabinet and close it,10,4,40.00,429.40,0.00,10,2,20.00,464.30,20.00,-34.90,20.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,2,20.00,466.30,0.00,10,4,40.00,413.70,-20.00,52.60,-20.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_5,pick up the book and place it in the back compartment of the caddy,10,10,100.00,186.40,0.00,10,9,90.00,222.60,10.00,-36.20,10.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,4,40.00,404.60,0.00,10,7,70.00,374.80,-30.00,29.80,-30.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_7,put both the alphabet soup and the cream cheese box in the basket,10,4,40.00,439.40,0.00,10,5,50.00,428.00,-10.00,11.40,-10.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_8,put both moka pots on the stove,10,1,10.00,512.90,0.00,10,3,30.00,486.50,-20.00,26.40,-20.00
OpenVLA,LIBERO Long,fixed_foveation_keep50,Foveation,libero_10__task_9,put the yellow and white mug in the microwave and close it,10,3,30.00,462.70,0.00,10,5,50.00,439.70,-20.00,23.00,-20.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,6,60.00,427.10,213.40,10,7,70.00,399.50,-10.00,27.60,-10.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,8,80.00,320.10,159.80,10,8,80.00,347.80,0.00,-27.70,0.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_2,turn on the stove and put the moka pot on it,10,4,40.00,424.60,212.20,10,6,60.00,391.00,-20.00,33.60,-20.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_3,put the black bowl in the bottom drawer of the cabinet and close it,10,4,40.00,426.90,213.40,10,2,20.00,464.30,20.00,-37.40,20.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,1,10.00,494.70,247.30,10,4,40.00,413.70,-30.00,81.00,-30.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_5,pick up the book and place it in the back compartment of the caddy,10,10,100.00,183.40,91.50,10,9,90.00,222.60,10.00,-39.20,10.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,2,20.00,458.50,229.20,10,7,70.00,374.80,-50.00,83.70,-50.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_7,put both the alphabet soup and the cream cheese box in the basket,10,3,30.00,444.40,222.10,10,5,50.00,428.00,-20.00,16.40,-20.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_8,put both moka pots on the stove,10,2,20.00,500.50,250.20,10,3,30.00,486.50,-10.00,14.00,-10.00
OpenVLA,LIBERO Long,action_repeat2,Action repeat,libero_10__task_9,put the yellow and white mug in the microwave and close it,10,6,60.00,394.50,197.10,10,5,50.00,439.70,10.00,-45.20,10.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,5,50.00,454.60,340.90,10,7,70.00,399.50,-20.00,55.10,-20.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,6,60.00,406.20,304.40,10,8,80.00,347.80,-20.00,58.40,-20.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_2,turn on the stove and put the moka pot on it,10,1,10.00,491.40,368.50,10,6,60.00,391.00,-50.00,100.40,-50.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_3,put the black bowl in the bottom drawer of the cabinet and close it,10,4,40.00,432.50,324.30,10,2,20.00,464.30,20.00,-31.80,20.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,0,0.00,520.00,390.00,10,4,40.00,413.70,-40.00,106.30,-40.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_5,pick up the book and place it in the back compartment of the caddy,10,6,60.00,347.70,260.60,10,9,90.00,222.60,-30.00,125.10,-30.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,1,10.00,494.80,371.10,10,7,70.00,374.80,-60.00,120.00,-60.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_7,put both the alphabet soup and the cream cheese box in the basket,10,4,40.00,464.60,348.40,10,5,50.00,428.00,-10.00,36.60,-10.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_8,put both moka pots on the stove,10,2,20.00,516.60,387.40,10,3,30.00,486.50,-10.00,30.10,-10.00
OpenVLA,LIBERO Long,action_repeat4,Action repeat,libero_10__task_9,put the yellow and white mug in the microwave and close it,10,3,30.00,483.00,362.20,10,5,50.00,439.70,-20.00,43.30,-20.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,4,40.00,428.40,0.00,10,7,70.00,399.50,-30.00,28.90,-30.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,8,80.00,325.30,0.00,10,8,80.00,347.80,0.00,-22.50,0.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_2,turn on the stove and put the moka pot on it,10,6,60.00,371.50,0.00,10,6,60.00,391.00,0.00,-19.50,0.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_3,put the black bowl in the bottom drawer of the cabinet and close it,10,4,40.00,442.80,0.00,10,2,20.00,464.30,20.00,-21.50,20.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,4,40.00,413.60,0.00,10,4,40.00,413.70,0.00,-0.10,0.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_5,pick up the book and place it in the back compartment of the caddy,10,10,100.00,210.70,0.00,10,9,90.00,222.60,10.00,-11.90,10.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,5,50.00,420.10,0.00,10,7,70.00,374.80,-20.00,45.30,-20.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_7,put both the alphabet soup and the cream cheese box in the basket,10,7,70.00,420.70,0.00,10,5,50.00,428.00,20.00,-7.30,20.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_8,put both moka pots on the stove,10,2,20.00,501.20,0.00,10,3,30.00,486.50,-10.00,14.70,-10.00
OpenVLA,LIBERO Long,depth_pruning1,Depth pruning,libero_10__task_9,put the yellow and white mug in the microwave and close it,10,3,30.00,451.90,0.00,10,5,50.00,439.70,-20.00,12.20,-20.00
OpenVLA,LIBERO Long,depth_pruning2,Depth pruning,libero_10__task_0,put both the alphabet soup and the tomato sauce in the basket,10,3,30.00,456.60,0.00,10,7,70.00,399.50,-40.00,57.10,-40.00
OpenVLA,LIBERO Long,depth_pruning2,Depth pruning,libero_10__task_1,put both the cream cheese box and the butter in the basket,10,9,90.00,280.60,0.00,10,8,80.00,347.80,10.00,-67.20,10.00
OpenVLA,LIBERO Long,depth_pruning2,Depth pruning,libero_10__task_2,turn on the stove and put the moka pot on it,10,7,70.00,382.50,0.00,10,6,60.00,391.00,10.00,-8.50,10.00
