backbone,env,configuration,family,task,task_description,episodes,successes,success_pct,avg_steps,avg_reuses,orig_episodes,orig_successes,orig_success_pct,orig_avg_steps,delta_success_pct,delta_avg_steps,delta_vs_original
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_2,put the wine bottle on top of the cabinet,10,9,90.00,107.90,0.00,10,10,100.00,89.40,-10.00,18.50,-10.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_3,open the top drawer and put the bowl inside,10,10,100.00,186.60,0.00,10,9,90.00,202.50,10.00,-15.90,10.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_4,put the bowl on top of the cabinet,10,9,90.00,105.30,0.00,10,10,100.00,82.40,-10.00,22.90,-10.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_5,push the plate to the front of the stove,10,10,100.00,157.90,0.00,10,8,80.00,175.90,20.00,-18.00,20.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_6,put the cream cheese in the bowl,10,9,90.00,114.60,0.00,10,10,100.00,91.90,-10.00,22.70,-10.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_7,turn on the stove,10,10,100.00,75.80,0.00,10,10,100.00,75.20,0.00,0.60,0.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_8,put the bowl on the plate,10,10,100.00,74.90,0.00,10,10,100.00,75.30,0.00,-0.40,0.00
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_9,put the wine bottle on the rack,10,9,90.00,162.00,0.00,10,8,80.00,164.90,10.00,-2.90,10.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_0,open the middle drawer of the cabinet,10,10,100.00,135.80,0.00,10,7,70.00,178.00,30.00,-42.20,30.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_1,put the bowl on the stove,10,9,90.00,107.30,0.00,10,10,100.00,90.30,-10.00,17.00,-10.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_2,put the wine bottle on top of the cabinet,10,10,100.00,88.60,0.00,10,10,100.00,89.40,0.00,-0.80,0.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_3,open the top drawer and put the bowl inside,10,8,80.00,210.10,0.00,10,9,90.00,202.50,-10.00,7.60,-10.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_4,put the bowl on top of the cabinet,10,9,90.00,106.30,0.00,10,10,100.00,82.40,-10.00,23.90,-10.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_5,push the plate to the front of the stove,10,8,80.00,172.30,0.00,10,8,80.00,175.90,0.00,-3.60,0.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_6,put the cream cheese in the bowl,10,10,100.00,96.60,0.00,10,10,100.00,91.90,0.00,4.70,0.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_7,turn on the stove,10,10,100.00,75.60,0.00,10,10,100.00,75.20,0.00,0.40,0.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_8,put the bowl on the plate,10,10,100.00,76.40,0.00,10,10,100.00,75.30,0.00,1.10,0.00
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,libero_goal__task_9,put the wine bottle on the rack,10,9,90.00,163.60,0.00,10,8,80.00,164.90,10.00,-1.30,10.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_0,open the middle drawer of the cabinet,10,7,70.00,178.00,0.00,10,7,70.00,178.00,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_1,put the bowl on the stove,10,10,100.00,90.30,0.00,10,10,100.00,90.30,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_2,put the wine bottle on top of the cabinet,10,10,100.00,89.50,0.00,10,10,100.00,89.40,0.00,0.10,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_3,open the top drawer and put the bowl inside,10,9,90.00,202.50,0.00,10,9,90.00,202.50,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,82.40,0.00,10,10,100.00,82.40,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_5,push the plate to the front of the stove,10,8,80.00,175.90,0.00,10,8,80.00,175.90,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_6,put the cream cheese in the bowl,10,10,100.00,91.90,0.00,10,10,100.00,91.90,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_7,turn on the stove,10,10,100.00,75.20,0.00,10,10,100.00,75.20,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_8,put the bowl on the plate,10,10,100.00,75.30,0.00,10,10,100.00,75.30,0.00,0.00,0.00
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,libero_goal__task_9,put the wine bottle on the rack,10,8,80.00,165.70,0.00,10,8,80.00,164.90,0.00,0.80,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_0,open the middle drawer of the cabinet,10,7,70.00,185.90,0.00,10,7,70.00,185.90,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_1,put the bowl on the stove,10,10,100.00,90.80,0.00,10,10,100.00,90.80,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_2,put the wine bottle on top of the cabinet,10,7,70.00,158.00,0.00,10,7,70.00,158.00,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_3,open the top drawer and put the bowl inside,10,5,50.00,247.40,0.00,10,5,50.00,247.40,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_4,put the bowl on top of the cabinet,10,8,80.00,130.20,0.00,10,8,80.00,130.20,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_5,push the plate to the front of the stove,10,10,100.00,129.10,0.00,10,10,100.00,129.10,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_6,put the cream cheese in the bowl,10,5,50.00,196.40,0.00,10,5,50.00,196.40,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_7,turn on the stove,10,10,100.00,72.20,0.00,10,10,100.00,72.20,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_8,put the bowl on the plate,10,10,100.00,81.30,0.00,10,10,100.00,81.30,0.00,0.00,0.00
SmolVLA,LIBERO Goal,original,Original,libero_goal__task_9,put the wine bottle on the rack,10,8,80.00,185.30,0.00,10,8,80.00,185.30,0.00,0.00,0.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_0,open the middle drawer of the cabinet,10,4,40.00,233.10,0.00,10,7,70.00,185.90,-30.00,47.20,-30.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_1,put the bowl on the stove,10,7,70.00,163.30,0.00,10,10,100.00,90.80,-30.00,72.50,-30.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_2,put the wine bottle on top of the cabinet,10,10,100.00,93.50,0.00,10,7,70.00,158.00,30.00,-64.50,30.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_3,open the top drawer and put the bowl inside,10,1,10.00,288.80,0.00,10,5,50.00,247.40,-40.00,41.40,-40.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_4,put the bowl on top of the cabinet,10,8,80.00,139.00,0.00,10,8,80.00,130.20,0.00,8.80,0.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_5,push the plate to the front of the stove,10,4,40.00,235.80,0.00,10,10,100.00,129.10,-60.00,106.70,-60.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_6,put the cream cheese in the bowl,10,3,30.00,238.20,0.00,10,5,50.00,196.40,-20.00,41.80,-20.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_7,turn on the stove,10,10,100.00,82.60,0.00,10,10,100.00,72.20,0.00,10.40,0.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_8,put the bowl on the plate,10,9,90.00,123.40,0.00,10,10,100.00,81.30,-10.00,42.10,-10.00
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,libero_goal__task_9,put the wine bottle on the rack,10,2,20.00,269.50,0.00,10,8,80.00,185.30,-60.00,84.20,-60.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_0,open the middle drawer of the cabinet,10,4,40.00,248.20,0.00,10,7,70.00,185.90,-30.00,62.30,-30.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_1,put the bowl on the stove,10,9,90.00,110.50,0.00,10,10,100.00,90.80,-10.00,19.70,-10.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_2,put the wine bottle on top of the cabinet,10,8,80.00,133.00,0.00,10,7,70.00,158.00,10.00,-25.00,10.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_3,open the top drawer and put the bowl inside,10,1,10.00,289.80,0.00,10,5,50.00,247.40,-40.00,42.40,-40.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_4,put the bowl on top of the cabinet,10,8,80.00,130.20,0.00,10,8,80.00,130.20,0.00,0.00,0.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,144.70,0.00,10,10,100.00,129.10,-10.00,15.60,-10.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_6,put the cream cheese in the bowl,10,4,40.00,220.60,0.00,10,5,50.00,196.40,-10.00,24.20,-10.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_7,turn on the stove,10,10,100.00,72.70,0.00,10,10,100.00,72.20,0.00,0.50,0.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_8,put the bowl on the plate,10,9,90.00,113.80,0.00,10,10,100.00,81.30,-10.00,32.50,-10.00
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,libero_goal__task_9,put the wine bottle on the rack,10,5,50.00,221.60,0.00,10,8,80.00,185.30,-30.00,36.30,-30.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_0,open the middle drawer of the cabinet,10,7,70.00,187.90,93.80,10,7,70.00,185.90,0.00,2.00,0.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_1,put the bowl on the stove,10,9,90.00,117.00,58.30,10,10,100.00,90.80,-10.00,26.20,-10.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_2,put the wine bottle on top of the cabinet,10,8,80.00,145.40,72.40,10,7,70.00,158.00,10.00,-12.60,10.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_3,open the top drawer and put the bowl inside,10,2,20.00,285.00,142.50,10,5,50.00,247.40,-30.00,37.60,-30.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_4,put the bowl on top of the cabinet,10,7,70.00,157.60,78.70,10,8,80.00,130.20,-10.00,27.40,-10.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,154.70,77.00,10,10,100.00,129.10,-10.00,25.60,-10.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_6,put the cream cheese in the bowl,10,5,50.00,200.70,100.20,10,5,50.00,196.40,0.00,4.30,0.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_7,turn on the stove,10,10,100.00,71.10,35.20,10,10,100.00,72.20,0.00,-1.10,0.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_8,put the bowl on the plate,10,9,90.00,108.80,54.10,10,10,100.00,81.30,-10.00,27.50,-10.00
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,libero_goal__task_9,put the wine bottle on the rack,10,6,60.00,214.00,106.90,10,8,80.00,185.30,-20.00,28.70,-20.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_0,open the middle drawer of the cabinet,10,4,40.00,248.60,186.30,10,7,70.00,185.90,-30.00,62.70,-30.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_1,put the bowl on the stove,10,8,80.00,145.20,108.70,10,10,100.00,90.80,-20.00,54.40,-20.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_2,put the wine bottle on top of the cabinet,10,4,40.00,222.70,166.90,10,7,70.00,158.00,-30.00,64.70,-30.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_3,open the top drawer and put the bowl inside,10,4,40.00,268.10,201.00,10,5,50.00,247.40,-10.00,20.70,-10.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_4,put the bowl on top of the cabinet,10,8,80.00,143.80,107.70,10,8,80.00,130.20,0.00,13.60,0.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,175.80,131.40,10,10,100.00,129.10,-10.00,46.70,-10.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_6,put the cream cheese in the bowl,10,1,10.00,291.70,218.70,10,5,50.00,196.40,-40.00,95.30,-40.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_7,turn on the stove,10,9,90.00,105.80,79.10,10,10,100.00,72.20,-10.00,33.60,-10.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_8,put the bowl on the plate,10,9,90.00,111.80,83.60,10,10,100.00,81.30,-10.00,30.50,-10.00
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,libero_goal__task_9,put the wine bottle on the rack,10,3,30.00,259.70,194.70,10,8,80.00,185.30,-50.00,74.40,-50.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_0,open the middle drawer of the cabinet,10,3,30.00,267.70,0.00,10,7,70.00,185.90,-40.00,81.80,-40.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_1,put the bowl on the stove,10,9,90.00,125.20,0.00,10,10,100.00,90.80,-10.00,34.40,-10.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_2,put the wine bottle on top of the cabinet,10,2,20.00,267.80,0.00,10,7,70.00,158.00,-50.00,109.80,-50.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_3,open the top drawer and put the bowl inside,10,3,30.00,282.50,0.00,10,5,50.00,247.40,-20.00,35.10,-20.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,108.20,0.00,10,8,80.00,130.20,20.00,-22.00,20.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_5,push the plate to the front of the stove,10,10,100.00,126.10,0.00,10,10,100.00,129.10,0.00,-3.00,0.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_6,put the cream cheese in the bowl,10,6,60.00,192.20,0.00,10,5,50.00,196.40,10.00,-4.20,10.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_7,turn on the stove,10,10,100.00,90.40,0.00,10,10,100.00,72.20,0.00,18.20,0.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_8,put the bowl on the plate,10,9,90.00,110.20,0.00,10,10,100.00,81.30,-10.00,28.90,-10.00
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,libero_goal__task_9,put the wine bottle on the rack,10,0,0.00,300.00,0.00,10,8,80.00,185.30,-80.00,114.70,-80.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_0,open the middle drawer of the cabinet,10,5,50.00,229.30,0.00,10,7,70.00,185.90,-20.00,43.40,-20.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_1,put the bowl on the stove,10,8,80.00,139.20,0.00,10,10,100.00,90.80,-20.00,48.40,-20.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_2,put the wine bottle on top of the cabinet,10,1,10.00,282.50,0.00,10,7,70.00,158.00,-60.00,124.50,-60.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_3,open the top drawer and put the bowl inside,10,2,20.00,294.40,0.00,10,5,50.00,247.40,-30.00,47.00,-30.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,123.10,0.00,10,8,80.00,130.20,20.00,-7.10,20.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,161.50,0.00,10,10,100.00,129.10,-10.00,32.40,-10.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_6,put the cream cheese in the bowl,10,2,20.00,265.00,0.00,10,5,50.00,196.40,-30.00,68.60,-30.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_7,turn on the stove,10,10,100.00,127.20,0.00,10,10,100.00,72.20,0.00,55.00,0.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_8,put the bowl on the plate,10,6,60.00,182.10,0.00,10,10,100.00,81.30,-40.00,100.80,-40.00
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,libero_goal__task_9,put the wine bottle on the rack,10,0,0.00,300.00,0.00,10,8,80.00,185.30,-80.00,114.70,-80.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_0,open the middle drawer of the cabinet,10,0,0.00,300.00,0.00,10,7,70.00,185.90,-70.00,114.10,-70.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_1,put the bowl on the stove,10,5,50.00,251.70,0.00,10,10,100.00,90.80,-50.00,160.90,-50.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_2,put the wine bottle on top of the cabinet,10,0,0.00,300.00,0.00,10,7,70.00,158.00,-70.00,142.00,-70.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_3,open the top drawer and put the bowl inside,10,0,0.00,300.00,0.00,10,5,50.00,247.40,-50.00,52.60,-50.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,154.20,0.00,10,8,80.00,130.20,20.00,24.00,20.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_5,push the plate to the front of the stove,10,2,20.00,277.20,0.00,10,10,100.00,129.10,-80.00,148.10,-80.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_6,put the cream cheese in the bowl,10,1,10.00,288.60,0.00,10,5,50.00,196.40,-40.00,92.20,-40.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_7,turn on the stove,10,10,100.00,138.20,0.00,10,10,100.00,72.20,0.00,66.00,0.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_8,put the bowl on the plate,10,0,0.00,300.00,0.00,10,10,100.00,81.30,-100.00,218.70,-100.00
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,libero_goal__task_9,put the wine bottle on the rack,10,0,0.00,300.00,0.00,10,8,80.00,185.30,-80.00,114.70,-80.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_0,open the middle drawer of the cabinet,10,8,80.00,166.90,0.30,10,7,70.00,185.90,10.00,-19.00,10.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_1,put the bowl on the stove,10,8,80.00,132.70,0.00,10,10,100.00,90.80,-20.00,41.90,-20.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_2,put the wine bottle on top of the cabinet,10,8,80.00,141.10,0.00,10,7,70.00,158.00,10.00,-16.90,10.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_3,open the top drawer and put the bowl inside,10,4,40.00,258.20,1.10,10,5,50.00,247.40,-10.00,10.80,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,91.40,0.00,10,8,80.00,130.20,20.00,-38.80,20.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,146.70,0.30,10,10,100.00,129.10,-10.00,17.60,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_6,put the cream cheese in the bowl,10,5,50.00,197.60,0.20,10,5,50.00,196.40,0.00,1.20,0.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_7,turn on the stove,10,10,100.00,71.70,0.00,10,10,100.00,72.20,0.00,-0.50,0.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_8,put the bowl on the plate,10,9,90.00,101.60,0.00,10,10,100.00,81.30,-10.00,20.30,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,libero_goal__task_9,put the wine bottle on the rack,10,6,60.00,207.90,0.00,10,8,80.00,185.30,-20.00,22.60,-20.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_0,open the middle drawer of the cabinet,10,8,80.00,166.00,0.80,10,7,70.00,185.90,10.00,-19.90,10.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_1,put the bowl on the stove,10,8,80.00,132.40,0.10,10,10,100.00,90.80,-20.00,41.60,-20.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_2,put the wine bottle on top of the cabinet,10,8,80.00,141.50,0.90,10,7,70.00,158.00,10.00,-16.50,10.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_3,open the top drawer and put the bowl inside,10,3,30.00,271.80,2.80,10,5,50.00,247.40,-20.00,24.40,-20.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,91.40,0.00,10,8,80.00,130.20,20.00,-38.80,20.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,146.90,1.10,10,10,100.00,129.10,-10.00,17.80,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_6,put the cream cheese in the bowl,10,5,50.00,197.60,0.60,10,5,50.00,196.40,0.00,1.20,0.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_7,turn on the stove,10,10,100.00,71.80,0.60,10,10,100.00,72.20,0.00,-0.40,0.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_8,put the bowl on the plate,10,9,90.00,101.90,0.10,10,10,100.00,81.30,-10.00,20.60,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,libero_goal__task_9,put the wine bottle on the rack,10,6,60.00,207.90,0.10,10,8,80.00,185.30,-20.00,22.60,-20.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_0,open the middle drawer of the cabinet,10,8,80.00,165.00,6.10,10,7,70.00,185.90,10.00,-20.90,10.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_1,put the bowl on the stove,10,9,90.00,111.70,1.00,10,10,100.00,90.80,-10.00,20.90,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_2,put the wine bottle on top of the cabinet,10,8,80.00,142.80,5.80,10,7,70.00,158.00,10.00,-15.20,10.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_3,open the top drawer and put the bowl inside,10,4,40.00,260.50,4.50,10,5,50.00,247.40,-10.00,13.10,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_4,put the bowl on top of the cabinet,10,10,100.00,91.40,0.00,10,8,80.00,130.20,20.00,-38.80,20.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_5,push the plate to the front of the stove,10,9,90.00,148.20,5.40,10,10,100.00,129.10,-10.00,19.10,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_6,put the cream cheese in the bowl,10,5,50.00,200.10,4.50,10,5,50.00,196.40,0.00,3.70,0.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_7,turn on the stove,10,10,100.00,70.80,3.70,10,10,100.00,72.20,0.00,-1.40,0.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_8,put the bowl on the plate,10,9,90.00,101.70,0.80,10,10,100.00,81.30,-10.00,20.40,-10.00
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,libero_goal__task_9,put the wine bottle on the rack,10,7,70.00,193.60,0.40,10,8,80.00,185.30,-10.00,8.30,-10.00
SmolVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_0,open the middle drawer of the cabinet,10,8,80.00,171.50,0.00,10,7,70.00,185.90,10.00,-14.40,10.00
SmolVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_1,put the bowl on the stove,10,8,80.00,132.20,0.00,10,10,100.00,90.80,-20.00,41.40,-20.00
SmolVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_2,put the wine bottle on top of the cabinet,10,8,80.00,141.00,0.00,10,7,70.00,158.00,10.00,-17.00,10.00
SmolVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_3,open the top drawer and put the bowl inside,10,3,30.00,267.80,0.00,10,5,50.00,247.40,-20.00,20.40,-20.00
SmolVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,libero_goal__task_4,put the bowl on top of the cabinet,10,9,90.00,111.10,0.00,10,8,80.00,130.20,10.00,-19.10,10.00
