model_name,environment,checkpoint_model_id,configuration,tasks,episodes,successes,success_rate_pct,avg_steps,avg_policy_calls,avg_reuses,policy_median_latency_ms,policy_p95_latency_ms,cycle_median_latency_ms,cycle_p95_latency_ms,avg_episode_time_s,control_frequency_hz,action_repeat,depth_layers,selected_depth_layers,fusion_keyframe_interval,fusion_max_reuse_fraction,median_reusable_visual_tokens
smolvla_libero,LIBERO-Goal,SmolVLA-LIBERO,temporal_fusion_motion_entropy,10,100,77,77,150.61,150.61,0.0,262.476,298.705,276.564,314.068,42.1,3.572,2,1,N/A,3,0.5,0
smolvla_libero,LIBERO-Object,SmolVLA-LIBERO,original,10,100,94,94,162.25,162.25,0.0,278.057,279.951,292.596,295.602,47.19,3.438,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Object,SmolVLA-LIBERO,fixed_foveation_keep50,10,100,81,81,176.39,176.39,0.0,279.322,285.612,307.99,316.456,54.52,3.235,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Object,SmolVLA-LIBERO,action_repeat2,10,100,90,90,169.02,84.75,84.27,272.586,274.931,282.899,289.595,25.38,6.66,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Object,SmolVLA-LIBERO,depth_pruning1,10,100,73,73,193.35,193.35,0.0,279.717,284.235,294.074,300.325,57,3.392,2,1,30,N/A,N/A,0
smolvla_libero,LIBERO-Object,SmolVLA-LIBERO,guarded_reuse_aggressive,10,100,91,91,162.41,160.11,2.3,261.327,269.6,274.726,283.946,44.1,3.674,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Object,SmolVLA-LIBERO,temporal_fusion_task_aware,10,100,90,90,162.51,162.51,0.0,262.901,296.018,276.052,310.174,45.24,3.594,2,1,N/A,3,0.5,0
smolvla_libero,LIBERO-Spatial,SmolVLA-LIBERO,original,10,100,76,76,132.92,132.92,0.0,271.436,274.93,291.895,296.182,38.85,3.421,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Spatial,SmolVLA-LIBERO,fixed_foveation_keep50,10,100,76,76,135.92,135.92,0.0,278.603,283.609,312.878,322.217,42.66,3.186,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Spatial,SmolVLA-LIBERO,action_repeat2,10,100,64,64,148.18,74.23,73.95,275.324,278.857,290.476,300.07,23.37,6.34,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Spatial,SmolVLA-LIBERO,depth_pruning1,10,100,62,62,151.44,151.44,0.0,275.41,279.125,295.642,300.924,44.84,3.377,2,1,30,N/A,N/A,0
smolvla_libero,LIBERO-Spatial,SmolVLA-LIBERO,guarded_reuse_moderate,10,100,79,79,129.59,129.27,0.32,262.853,512.787,281.889,540.377,38.99,3.269,2,1,N/A,N/A,N/A,0
smolvla_libero,LIBERO-Spatial,SmolVLA-LIBERO,temporal_fusion_conservative_adaptive,10,100,82,82,125.71,125.71,0.0,262.866,500.661,281.402,533.299,38.02,3.286,2,1,N/A,2,0.25,0
